om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,edat,etime
2505161846-01,2025,05,16,2025-05-16,18:46:00,3,KY,21,0,1.00,0,0,0,0,36.9900,-86.4500,36.9900,-86.4500,0,0,0,0,0,227,0,0,0,2025-05-16,18:46:00
2505161846-02,2025,05,16,2025-05-16,18:46:00,3,KY,21,0,1.75,0,0,0,0,37.0500,-86.3700,37.0500,-86.3700,0,0,0,0,0,227,0,0,0,2025-05-16,18:46:00
2505161846-03,2025,05,16,2025-05-16,18:46:00,3,KY,21,0,2.50,0,0,0,0,37.0200,-86.3800,37.0200,-86.3800,0,0,0,0,0,227,0,0,0,2025-05-16,18:46:00
2505161847-01,2025,05,16,2025-05-16,18:47:00,3,KY,21,0,1.75,0,0,0,0,37.0300,-86.3500,37.0300,-86.3500,0,0,0,0,0,227,0,0,0,2025-05-16,18:47:00
2505161848-01,2025,05,16,2025-05-16,18:48:00,3,KY,21,0,1.75,0,0,0,0,37.0200,-86.3600,37.0200,-86.3600,0,0,0,0,0,227,0,0,0,2025-05-16,18:48:00
2505161848-02,2025,05,16,2025-05-16,18:48:00,3,KY,21,0,1.75,0,0,0,0,36.9700,-86.3100,36.9700,-86.3100,0,0,0,0,0,227,0,0,0,2025-05-16,18:48:00
2505161849-01,2025,05,16,2025-05-16,18:49:00,3,KY,21,0,1.00,0,0,0,0,37.0200,-86.3800,37.0200,-86.3800,0,0,0,0,0,227,0,0,0,2025-05-16,18:49:00
2505161850-01,2025,05,16,2025-05-16,18:50:00,3,KY,21,0,2.75,0,0,0,0,37.0300,-86.3700,37.0300,-86.3700,0,0,0,0,0,227,0,0,0,2025-05-16,18:50:00
2505161850-02,2025,05,16,2025-05-16,18:50:00,3,MI,26,0,1.75,0,0,0,0,43.6000,-85.1400,43.6000,-85.1400,0,0,0,0,0,107,0,0,0,2025-05-16,18:50:00
2505161851-01,2025,05,16,2025-05-16,18:51:00,3,AR,05,0,1.00,0,0,0,0,36.2900,-91.0000,36.2900,-91.0000,0,0,0,0,0,121,0,0,0,2025-05-16,18:51:00
2505161852-01,2025,05,16,2025-05-16,18:52:00,3,AR,05,0,1.75,0,0,0,0,36.2800,-90.9800,36.2800,-90.9800,0,0,0,0,0,121,0,0,0,2025-05-16,18:52:00
2505161854-01,2025,05,16,2025-05-16,18:54:00,3,KY,21,0,2.00,0,0,0,0,37.0400,-86.2500,37.0400,-86.2500,0,0,0,0,0,227,0,0,0,2025-05-16,18:54:00
2505161855-01,2025,05,16,2025-05-16,18:55:00,3,AR,05,0,1.50,0,0,0,0,36.2800,-90.9800,36.2800,-90.9800,0,0,0,0,0,121,0,0,0,2025-05-16,18:55:00
2505161855-02,2025,05,16,2025-05-16,18:55:00,3,AR,05,0,1.75,0,0,0,0,36.4400,-90.3900,36.4400,-90.3900,0,0,0,0,0,21,0,0,0,2025-05-16,19:00:00
2505161858-01,2025,05,16,2025-05-16,18:58:00,3,TX,48,0,1.00,0,0,0,0,31.7700,-97.8300,31.7700,-97.8300,0,0,0,0,0,35,0,0,0,2025-05-16,18:58:00
2505161858-02,2025,05,16,2025-05-16,18:58:00,3,OH,39,0,1.25,0,0,0,0,39.3600,-84.5100,39.3600,-84.5100,0,0,0,0,0,17,0,0,0,2025-05-16,19:00:00
2505161858-03,2025,05,16,2025-05-16,18:58:00,3,MO,29,0,1.25,0,0,0,0,36.4900,-90.0700,36.4900,-90.0700,0,0,0,0,0,69,0,0,0,2025-05-16,19:03:00
2505161859-01,2025,05,16,2025-05-16,18:59:00,3,TX,48,0,0.75,0,0,0,0,30.6700,-98.4600,30.6700,-98.4600,0,0,0,0,0,299,0,0,0,2025-05-16,18:59:00
2505161900-01,2025,05,16,2025-05-16,19:00:00,3,TX,48,0,1.00,0,0,0,0,32.3400,-96.6300,32.3400,-96.6300,0,0,0,0,0,139,0,0,0,2025-05-16,19:00:00
2505161900-02,2025,05,16,2025-05-16,19:00:00,3,TX,48,0,2.00,0,0,0,0,32.3500,-96.6600,32.3500,-96.6600,0,0,0,0,0,139,0,0,0,2025-05-16,19:00:00
2505161900-03,2025,05,16,2025-05-16,19:00:00,3,OH,39,0,1.50,0,0,0,0,39.4500,-84.3500,39.4500,-84.3500,0,0,0,0,0,17,0,0,0,2025-05-16,19:02:00
2505161900-04,2025,05,16,2025-05-16,19:00:00,3,OH,39,0,1.00,0,0,0,0,39.5000,-84.3800,39.5000,-84.3800,0,0,0,0,0,17,0,0,0,2025-05-16,19:02:00
2505161903-01,2025,05,16,2025-05-16,19:03:00,3,OH,39,0,1.00,0,0,0,0,39.4500,-84.3800,39.4500,-84.3800,0,0,0,0,0,17,0,0,0,2025-05-16,19:05:00
2505161905-01,2025,05,16,2025-05-16,19:05:00,3,OH,39,0,0.88,0,0,0,0,39.5100,-84.3000,39.5100,-84.3000,0,0,0,0,0,165,0,0,0,2025-05-16,19:07:00
2505161906-01,2025,05,16,2025-05-16,19:06:00,3,OH,39,0,2.00,0,0,0,0,39.4100,-84.4200,39.4100,-84.4200,0,0,0,0,0,17,0,0,0,2025-05-16,19:08:00
2505161907-01,2025,05,16,2025-05-16,19:07:00,3,AR,05,0,2.00,0,0,0,0,36.4900,-90.8200,36.4900,-90.8200,0,0,0,0,0,121,0,0,0,2025-05-16,19:07:00
2505161907-02,2025,05,16,2025-05-16,19:07:00,3,TX,48,0,1.25,0,0,0,0,32.3300,-96.6200,32.3300,-96.6200,0,0,0,0,0,139,0,0,0,2025-05-16,19:07:00
2505161911-01,2025,05,16,2025-05-16,19:11:00,3,TX,48,0,1.75,0,0,0,0,30.6900,-98.2600,30.6900,-98.2600,0,0,0,0,0,53,0,0,0,2025-05-16,19:11:00
2505161915-01,2025,05,16,2025-05-16,19:15:00,3,TX,48,0,1.00,0,0,0,0,30.7600,-98.2400,30.7600,-98.2400,0,0,0,0,0,53,0,0,0,2025-05-16,19:15:00
2505161916-01,2025,05,16,2025-05-16,19:16:00,3,KY,21,0,1.00,0,0,0,0,37.7600,-87.1200,37.7600,-87.1200,0,0,0,0,0,59,0,0,0,2025-05-16,19:16:00
2505161920-01,2025,05,16,2025-05-16,19:20:00,3,KY,21,0,0.75,0,0,0,0,37.7800,-87.0300,37.7800,-87.0300,0,0,0,0,0,59,0,0,0,2025-05-16,19:20:00
2505161922-01,2025,05,16,2025-05-16,19:22:00,3,MI,26,0,0.85,0,0,0,0,44.5800,-85.6600,44.5800,-85.6600,0,0,0,0,0,55,0,0,0,2025-05-16,19:22:00
2505161923-01,2025,05,16,2025-05-16,19:23:00,3,TX,48,0,2.11,0,0,11000,0,31.9400,-97.6500,31.9400,-97.6500,0,0,0,0,0,35,0,0,0,2025-05-16,19:23:00
2505161924-01,2025,05,16,2025-05-16,19:24:00,3,TX,48,0,1.00,0,0,0,0,30.7000,-98.1400,30.7000,-98.1400,0,0,0,0,0,53,0,0,0,2025-05-16,19:24:00
2505161926-01,2025,05,16,2025-05-16,19:26:00,3,TX,48,0,2.76,0,0,12000,0,31.9900,-97.6400,31.9900,-97.6400,0,0,0,0,0,35,0,0,0,2025-05-16,19:26:00
2505161928-01,2025,05,16,2025-05-16,19:28:00,3,TX,48,0,1.00,0,0,0,0,32.0500,-97.5200,32.0500,-97.5200,0,0,0,0,0,35,0,0,0,2025-05-16,19:28:00
2505161933-01,2025,05,16,2025-05-16,19:33:00,3,TX,48,0,1.50,0,0,0,0,32.3300,-96.3200,32.3300,-96.3200,0,0,0,0,0,213,0,0,0,2025-05-16,19:33:00
2505161933-02,2025,05,16,2025-05-16,19:33:00,3,TX,48,0,1.00,0,0,0,0,30.6600,-98.0100,30.6600,-98.0100,0,0,0,0,0,491,0,0,0,2025-05-16,19:33:00
2505161936-01,2025,05,16,2025-05-16,19:36:00,3,TX,48,0,1.25,0,0,0,0,30.6900,-97.9200,30.6900,-97.9200,0,0,0,0,0,491,0,0,0,2025-05-16,19:36:00
2505161941-01,2025,05,16,2025-05-16,19:41:00,3,TX,48,0,1.25,0,0,0,0,30.6200,-97.9100,30.6200,-97.9100,0,0,0,0,0,491,0,0,0,2025-05-16,19:41:00
2505161942-01,2025,05,16,2025-05-16,19:42:00,3,TX,48,0,0.75,0,0,0,0,30.6300,-97.8700,30.6300,-97.8700,0,0,0,0,0,491,0,0,0,2025-05-16,19:42:00
2505161942-02,2025,05,16,2025-05-16,19:42:00,3,OH,39,0,1.25,0,0,0,0,39.3900,-83.9100,39.3900,-83.9100,0,0,0,0,0,27,0,0,0,2025-05-16,19:44:00
2505161943-01,2025,05,16,2025-05-16,19:43:00,3,OH,39,0,0.75,0,0,0,0,39.4500,-83.8600,39.4500,-83.8600,0,0,0,0,0,27,0,0,0,2025-05-16,19:45:00
2505161944-01,2025,05,16,2025-05-16,19:44:00,3,KY,21,0,0.75,0,0,0,0,36.7004,-88.6308,36.7004,-88.6308,0,0,0,0,0,83,0,0,0,2025-05-16,19:44:00
2505161944-02,2025,05,16,2025-05-16,19:44:00,3,OH,39,0,1.75,0,0,0,0,39.3600,-83.8700,39.3600,-83.8700,0,0,0,0,0,27,0,0,0,2025-05-16,19:46:00
2505161945-01,2025,05,16,2025-05-16,19:45:00,3,OH,39,0,2.50,0,0,0,0,39.3900,-83.8600,39.3900,-83.8600,0,0,0,0,0,27,0,0,0,2025-05-16,19:47:00
2505161946-01,2025,05,16,2025-05-16,19:46:00,3,OH,39,0,2.50,0,0,0,0,39.3900,-83.8200,39.3900,-83.8200,0,0,0,0,0,27,0,0,0,2025-05-16,19:48:00
2505161946-02,2025,05,16,2025-05-16,19:46:00,3,OH,39,0,0.75,0,0,0,0,39.4600,-83.8200,39.4600,-83.8200,0,0,0,0,0,27,0,0,0,2025-05-16,19:48:00
2505161946-03,2025,05,16,2025-05-16,19:46:00,3,KY,21,0,1.00,0,0,0,0,36.5900,-88.6200,36.5900,-88.6200,0,0,0,0,0,83,0,0,0,2025-05-16,19:46:00
2505161947-01,2025,05,16,2025-05-16,19:47:00,3,TX,48,0,1.75,0,0,0,0,30.6000,-97.8600,30.6000,-97.8600,0,0,0,0,0,491,0,0,0,2025-05-16,19:47:00
2505161948-01,2025,05,16,2025-05-16,19:48:00,3,TX,48,0,1.00,0,0,0,0,30.7400,-98.0500,30.7400,-98.0500,0,0,0,0,0,53,0,0,0,2025-05-16,19:48:00
2505161948-02,2025,05,16,2025-05-16,19:48:00,3,OH,39,0,1.00,0,0,0,0,39.4000,-83.8300,39.4000,-83.8300,0,0,0,0,0,27,0,0,0,2025-05-16,19:50:00
2505161950-01,2025,05,16,2025-05-16,19:50:00,3,KY,21,0,0.75,0,0,0,0,36.5700,-88.8100,36.5700,-88.8100,0,0,0,0,0,83,0,0,0,2025-05-16,19:50:00
2505161952-01,2025,05,16,2025-05-16,19:52:00,3,TX,48,0,1.75,0,0,0,0,30.5800,-97.8700,30.5800,-97.8700,0,0,0,0,0,491,0,0,0,2025-05-16,19:52:00
2505161952-02,2025,05,16,2025-05-16,19:52:00,3,TX,48,0,2.00,0,0,0,0,30.5700,-97.8800,30.5700,-97.8800,0,0,0,0,0,491,0,0,0,2025-05-16,19:52:00
2505161952-03,2025,05,16,2025-05-16,19:52:00,3,TX,48,0,2.75,0,0,0,0,30.5800,-97.8900,30.5800,-97.8900,0,0,0,0,0,491,0,0,0,2025-05-16,19:52:00
2505161953-01,2025,05,16,2025-05-16,19:53:00,3,TX,48,0,3.00,0,0,0,0,30.6000,-97.9000,30.6000,-97.9000,0,0,0,0,0,491,0,0,0,2025-05-16,19:53:00
2505161954-01,2025,05,16,2025-05-16,19:54:00,3,TX,48,0,2.75,0,0,0,0,30.6100,-97.8800,30.6100,-97.8800,0,0,0,0,0,491,0,0,0,2025-05-16,19:54:00
2505161954-02,2025,05,16,2025-05-16,19:54:00,3,TX,48,0,2.50,0,0,0,0,30.5900,-97.8700,30.5900,-97.8700,0,0,0,0,0,491,0,0,0,2025-05-16,19:54:00
2505161955-01,2025,05,16,2025-05-16,19:55:00,3,TX,48,0,1.50,0,0,0,0,30.5900,-97.8600,30.5900,-97.8600,0,0,0,0,0,491,0,0,0,2025-05-16,19:55:00
2505161955-02,2025,05,16,2025-05-16,19:55:00,3,TX,48,0,1.50,0,0,0,0,30.5900,-97.8700,30.5900,-97.8700,0,0,0,0,0,491,0,0,0,2025-05-16,19:55:00
2505161959-01,2025,05,16,2025-05-16,19:59:00,3,TX,48,0,1.00,0,0,0,0,30.5600,-97.8600,30.5600,-97.8600,0,0,0,0,0,491,0,0,0,2025-05-16,19:59:00
2505162000-01,2025,05,16,2025-05-16,20:00:00,3,TX,48,0,1.00,0,0,0,0,30.6300,-97.8700,30.6300,-97.8700,0,0,0,0,0,491,0,0,0,2025-05-16,20:00:00
2505162001-01,2025,05,16,2025-05-16,20:01:00,3,TX,48,0,1.25,0,0,0,0,30.6300,-97.8700,30.6300,-97.8700,0,0,0,0,0,491,0,0,0,2025-05-16,20:01:00
2505162001-02,2025,05,16,2025-05-16,20:01:00,3,OH,39,0,1.25,0,0,0,0,39.4500,-83.6100,39.4500,-83.6100,0,0,0,0,0,27,0,0,0,2025-05-16,20:03:00
2505162002-01,2025,05,16,2025-05-16,20:02:00,3,TX,48,0,1.50,0,0,0,0,30.6300,-97.9500,30.6300,-97.9500,0,0,0,0,0,491,0,0,0,2025-05-16,20:02:00
2505162003-01,2025,05,16,2025-05-16,20:03:00,3,TX,48,0,0.88,0,0,0,0,30.5800,-97.8200,30.5800,-97.8200,0,0,0,0,0,491,0,0,0,2025-05-16,20:03:00
2505162003-02,2025,05,16,2025-05-16,20:03:00,3,OH,39,0,1.25,0,0,0,0,39.4300,-83.5900,39.4300,-83.5900,0,0,0,0,0,47,0,0,0,2025-05-16,20:05:00
2505162004-01,2025,05,16,2025-05-16,20:04:00,3,TX,48,0,1.50,0,0,0,0,30.6300,-97.8700,30.6300,-97.8700,0,0,0,0,0,491,0,0,0,2025-05-16,20:04:00
2505162004-02,2025,05,16,2025-05-16,20:04:00,3,TX,48,0,1.75,0,0,0,0,30.6200,-97.9100,30.6200,-97.9100,0,0,0,0,0,491,0,0,0,2025-05-16,20:04:00
2505162005-01,2025,05,16,2025-05-16,20:05:00,3,IN,18,0,1.00,0,0,0,0,39.8200,-85.0000,39.8200,-85.0000,0,0,0,0,0,177,0,0,0,2025-05-16,20:07:00
2505162006-01,2025,05,16,2025-05-16,20:06:00,3,OH,39,0,2.50,0,0,0,0,39.3600,-83.5600,39.3600,-83.5600,0,0,0,0,0,71,0,0,0,2025-05-16,20:08:00
2505162007-01,2025,05,16,2025-05-16,20:07:00,3,OH,39,0,2.00,0,0,0,0,39.4000,-83.4600,39.4000,-83.4600,0,0,0,0,0,47,0,0,0,2025-05-16,20:09:00
2505162009-01,2025,05,16,2025-05-16,20:09:00,3,IN,18,0,1.00,0,0,0,0,39.8200,-84.9900,39.8200,-84.9900,0,0,0,0,0,177,0,0,0,2025-05-16,20:11:00
2505162013-01,2025,05,16,2025-05-16,20:13:00,3,OH,39,0,2.00,0,0,0,0,39.4100,-83.4800,39.4100,-83.4800,0,0,0,0,0,47,0,0,0,2025-05-16,20:15:00
2505162014-01,2025,05,16,2025-05-16,20:14:00,3,IN,18,0,1.75,0,0,0,0,39.8300,-84.8900,39.8300,-84.8900,0,0,0,0,0,177,0,0,0,2025-05-16,20:16:00
2505162017-01,2025,05,16,2025-05-16,20:17:00,3,KY,21,0,0.75,0,0,0,0,38.0600,-85.5400,38.0600,-85.5400,0,0,0,0,0,29,0,0,0,2025-05-16,20:17:00
2505162018-01,2025,05,16,2025-05-16,20:18:00,3,OH,39,0,2.00,0,0,0,0,39.3800,-83.3800,39.3800,-83.3800,0,0,0,0,0,47,0,0,0,2025-05-16,20:20:00
2505162020-01,2025,05,16,2025-05-16,20:20:00,3,TX,48,0,1.00,0,0,0,0,30.6000,-97.8000,30.6000,-97.8000,0,0,0,0,0,491,0,0,0,2025-05-16,20:20:00
2505162020-02,2025,05,16,2025-05-16,20:20:00,3,OH,39,0,1.50,0,0,0,0,39.3500,-83.3900,39.3500,-83.3900,0,0,0,0,0,71,0,0,0,2025-05-16,20:22:00
2505162023-01,2025,05,16,2025-05-16,20:23:00,3,KY,21,0,1.75,0,0,0,0,37.0600,-85.0900,37.0600,-85.0900,0,0,0,0,0,207,0,0,0,2025-05-16,20:23:00
2505162028-01,2025,05,16,2025-05-16,20:28:00,3,TX,48,0,2.50,0,0,12000,0,32.1300,-96.0900,32.1300,-96.0900,0,0,0,0,0,213,0,0,0,2025-05-16,20:28:00
2505162029-01,2025,05,16,2025-05-16,20:29:00,3,KY,21,0,1.00,0,0,0,0,38.2042,-83.4178,38.2042,-83.4178,0,0,0,0,0,205,0,0,0,2025-05-16,20:29:00
2505162030-01,2025,05,16,2025-05-16,20:30:00,3,KY,21,0,2.00,0,0,0,0,38.1515,-83.5044,38.1515,-83.5044,0,0,0,0,0,205,0,0,0,2025-05-16,20:30:00
2505162030-02,2025,05,16,2025-05-16,20:30:00,3,TX,48,0,2.00,0,0,9000,0,32.1600,-96.0600,32.1600,-96.0600,0,0,0,0,0,213,0,0,0,2025-05-16,20:30:00
2505162030-03,2025,05,16,2025-05-16,20:30:00,3,TX,48,0,1.75,0,0,7000,0,32.3700,-97.2100,32.3700,-97.2100,0,0,0,0,0,251,0,0,0,2025-05-16,20:30:00
2505162032-01,2025,05,16,2025-05-16,20:32:00,3,KY,21,0,0.75,0,0,0,0,38.0400,-85.3200,38.0400,-85.3200,0,0,0,0,0,215,0,0,0,2025-05-16,20:32:00
2505162032-02,2025,05,16,2025-05-16,20:32:00,3,KY,21,0,1.00,0,0,0,0,37.0700,-84.9800,37.0700,-84.9800,0,0,0,0,0,207,0,0,0,2025-05-16,20:32:00
2505162032-03,2025,05,16,2025-05-16,20:32:00,3,KY,21,0,1.00,0,0,0,0,37.0700,-85.0000,37.0700,-85.0000,0,0,0,0,0,207,0,0,0,2025-05-16,20:32:00
2505162035-01,2025,05,16,2025-05-16,20:35:00,3,KY,21,0,1.75,0,0,0,0,38.1805,-83.4362,38.1805,-83.4362,0,0,0,0,0,205,0,0,0,2025-05-16,20:35:00
2505162041-01,2025,05,16,2025-05-16,20:41:00,3,AR,05,0,1.00,0,0,0,0,34.8900,-92.3600,34.8900,-92.3600,0,0,0,0,0,119,0,0,0,2025-05-16,20:41:00
2505162043-01,2025,05,16,2025-05-16,20:43:00,3,AR,05,0,2.00,0,0,0,0,34.6600,-93.0300,34.6600,-93.0300,0,0,0,0,0,51,0,0,0,2025-05-16,20:43:00
2505162045-01,2025,05,16,2025-05-16,20:45:00,3,OH,39,0,1.75,0,0,0,0,39.3700,-83.6900,39.3700,-83.6900,0,0,0,0,0,27,0,0,0,2025-05-16,20:47:00
2505162054-01,2025,05,16,2025-05-16,20:54:00,3,AR,05,0,1.00,0,0,0,0,34.6800,-92.9500,34.6800,-92.9500,0,0,0,0,0,125,0,0,0,2025-05-16,20:54:00
2505162055-01,2025,05,16,2025-05-16,20:55:00,3,OH,39,0,2.50,0,0,0,0,39.3500,-83.3900,39.3500,-83.3900,0,0,0,0,0,71,0,0,0,2025-05-16,20:57:00
2505162059-01,2025,05,16,2025-05-16,20:59:00,3,KY,21,0,1.00,0,0,0,0,36.6603,-87.4402,36.6603,-87.4402,0,0,0,0,0,47,0,0,0,2025-05-16,20:59:00
2505162100-01,2025,05,16,2025-05-16,21:00:00,3,MI,26,0,0.85,0,0,0,0,44.5600,-83.3200,44.5600,-83.3200,0,0,0,0,0,1,0,0,0,2025-05-16,21:00:00
2505162117-01,2025,05,16,2025-05-16,21:17:00,3,TX,48,0,1.75,0,0,7000,0,32.6300,-96.4500,32.6300,-96.4500,0,0,0,0,0,257,0,0,0,2025-05-16,21:17:00
2505162121-01,2025,05,16,2025-05-16,21:21:00,3,TX,48,0,1.00,0,0,0,0,32.6000,-96.4500,32.6000,-96.4500,0,0,0,0,0,257,0,0,0,2025-05-16,21:21:00
2505162137-01,2025,05,16,2025-05-16,21:37:00,3,TX,48,0,1.00,0,0,0,0,32.7300,-96.2800,32.7300,-96.2800,0,0,0,0,0,257,0,0,0,2025-05-16,21:37:00
2505162146-01,2025,05,16,2025-05-16,21:46:00,3,TN,47,0,1.25,0,0,0,0,36.3993,-86.9882,36.3993,-86.9882,0,0,0,0,0,147,0,0,0,2025-05-16,21:46:00
2505162148-01,2025,05,16,2025-05-16,21:48:00,3,TN,47,0,1.00,0,0,0,0,36.3891,-87.0009,36.3891,-87.0009,0,0,0,0,0,147,0,0,0,2025-05-16,21:48:00
2505162203-01,2025,05,16,2025-05-16,22:03:00,3,TN,47,0,0.75,0,0,0,0,36.1400,-88.5100,36.1400,-88.5100,0,0,0,0,0,17,0,0,0,2025-05-16,22:08:00
2505162212-01,2025,05,16,2025-05-16,22:12:00,3,TN,47,0,1.00,0,0,0,0,36.1400,-88.5100,36.1400,-88.5100,0,0,0,0,0,17,0,0,0,2025-05-16,22:17:00
2505162213-01,2025,05,16,2025-05-16,22:13:00,3,TN,47,0,0.75,0,0,0,0,36.4288,-86.3836,36.4288,-86.3836,0,0,0,0,0,165,0,0,0,2025-05-16,22:13:00
2505162304-01,2025,05,16,2025-05-16,23:04:00,3,TN,47,0,0.88,0,0,0,0,36.3900,-85.3200,36.3900,-85.3200,0,0,0,0,0,133,0,0,0,2025-05-16,23:04:00
2505170025-01,2025,05,17,2025-05-17,00:25:00,3,MS,28,0,1.00,0,0,0,0,34.0700,-89.5200,34.0700,-89.5200,0,0,0,0,0,161,0,0,0,2025-05-17,00:30:00
2505170059-01,2025,05,17,2025-05-17,00:59:00,3,TN,47,0,1.00,0,0,0,0,35.9600,-83.5600,35.9600,-83.5600,0,0,0,0,0,155,0,0,0,2025-05-17,00:59:00
2505170120-01,2025,05,17,2025-05-17,01:20:00,3,TN,47,0,1.25,0,0,0,0,35.9900,-83.5400,35.9900,-83.5400,0,0,0,0,0,89,0,0,0,2025-05-17,01:20:00
2505170152-01,2025,05,17,2025-05-17,01:52:00,3,NC,37,0,1.00,0,0,0,0,35.9100,-82.3000,35.9100,-82.3000,0,0,0,0,0,199,0,0,0,2025-05-17,01:52:00
2505170236-01,2025,05,17,2025-05-17,02:36:00,3,NC,37,0,1.00,0,0,0,0,35.3500,-83.1800,35.3500,-83.1800,0,0,0,0,0,99,0,0,0,2025-05-17,02:36:00
2505170420-01,2025,05,17,2025-05-17,04:20:00,3,SC,45,0,1.00,0,0,0,0,35.1100,-82.2200,35.1100,-82.2200,0,0,0,0,0,45,0,0,0,2025-05-17,04:20:00
2505170426-01,2025,05,17,2025-05-17,04:26:00,3,SC,45,0,1.00,0,0,0,0,35.1200,-82.1500,35.1200,-82.1500,0,0,0,0,0,83,0,0,0,2025-05-17,04:26:00
2505170546-01,2025,05,17,2025-05-17,05:46:00,3,AL,01,0,0.88,0,0,0,0,33.2700,-85.4000,33.2700,-85.4000,0,0,0,0,0,111,0,0,0,2025-05-17,05:47:00
2505170552-01,2025,05,17,2025-05-17,05:52:00,3,AL,01,0,1.25,0,0,0,0,32.8900,-86.6300,32.8900,-86.6300,0,0,0,0,0,21,0,0,0,2025-05-17,05:56:00
2505170600-01,2025,05,17,2025-05-17,06:00:00,3,SC,45,0,0.88,0,0,0,0,34.5880,-82.5610,34.5880,-82.5610,0,0,0,0,0,7,0,0,0,2025-05-17,06:00:00
2505170630-01,2025,05,17,2025-05-17,06:30:00,3,VT,50,0,0.75,0,0,0,0,44.0900,-73.1100,44.0900,-73.1100,0,0,0,0,0,1,0,0,0,2025-05-17,06:30:00
2505170726-01,2025,05,17,2025-05-17,07:26:00,3,VT,50,0,0.75,0,0,0,0,44.2100,-72.5800,44.2100,-72.5800,0,0,0,0,0,23,0,0,0,2025-05-17,07:26:00
2505171054-01,2025,05,17,2025-05-17,10:54:00,3,NY,36,0,1.00,0,0,0,0,43.0200,-77.7500,43.0200,-77.7500,0,0,0,0,0,55,0,0,0,2025-05-17,10:54:00
2505171058-01,2025,05,17,2025-05-17,10:58:00,3,NY,36,0,1.00,0,0,0,0,43.0600,-77.6800,43.0600,-77.6800,0,0,0,0,0,55,0,0,0,2025-05-17,10:58:00
2505171101-01,2025,05,17,2025-05-17,11:01:00,3,NY,36,0,0.75,0,0,0,0,43.0400,-77.6700,43.0400,-77.6700,0,0,0,0,0,55,0,0,0,2025-05-17,11:01:00
2505171125-01,2025,05,17,2025-05-17,11:25:00,3,NY,36,0,1.75,0,0,0,0,42.8700,-73.9300,42.8700,-73.9300,0,0,0,0,0,93,0,0,0,2025-05-17,11:25:00
2505171130-01,2025,05,17,2025-05-17,11:30:00,3,NY,36,0,1.00,0,0,0,0,42.8800,-73.9600,42.8800,-73.9600,0,0,0,0,0,93,0,0,0,2025-05-17,11:30:00
2505171156-01,2025,05,17,2025-05-17,11:56:00,3,NY,36,0,1.00,0,0,0,0,42.9700,-73.8000,42.9700,-73.8000,0,0,0,0,0,91,0,0,0,2025-05-17,11:56:00
2505171243-01,2025,05,17,2025-05-17,12:43:00,3,VT,50,0,1.75,0,0,10000,0,44.3111,-73.2472,44.3111,-73.2472,0,0,0,0,0,7,0,0,0,2025-05-17,12:50:00
2505171245-01,2025,05,17,2025-05-17,12:45:00,3,VT,50,0,1.00,0,0,0,0,44.3232,-73.1323,44.3232,-73.1323,0,0,0,0,0,7,0,0,0,2025-05-17,12:55:00
2505171252-01,2025,05,17,2025-05-17,12:52:00,3,MS,28,0,2.00,0,0,0,0,32.2600,-90.4200,32.2571,-90.2804,0,0,0,0,0,49,0,0,0,2025-05-17,13:10:00
2505171255-01,2025,05,17,2025-05-17,12:55:00,3,VT,50,0,1.00,0,0,0,0,44.3882,-73.0955,44.3882,-73.0955,0,0,0,0,0,7,0,0,0,2025-05-17,13:05:00
2505171305-01,2025,05,17,2025-05-17,13:05:00,3,VT,50,0,1.75,0,0,10000,0,44.4056,-72.9936,44.4056,-72.9936,0,0,0,0,0,7,0,0,0,2025-05-17,13:12:00
2505171342-01,2025,05,17,2025-05-17,13:42:00,3,VT,50,0,1.75,0,0,0,0,44.5200,-72.7800,44.5200,-72.7800,0,0,0,0,0,15,0,0,0,2025-05-17,13:45:00
2505171355-01,2025,05,17,2025-05-17,13:55:00,3,TX,48,0,1.00,0,0,0,0,30.7500,-99.2300,30.7500,-99.2300,0,0,0,0,0,319,0,0,0,2025-05-17,13:55:00
2505171355-02,2025,05,17,2025-05-17,13:55:00,3,NY,36,0,1.00,0,0,0,0,43.1374,-75.2176,43.1374,-75.2176,0,0,0,0,0,65,0,0,0,2025-05-17,13:55:00
2505171420-01,2025,05,17,2025-05-17,14:20:00,3,NY,36,0,1.00,0,0,0,0,43.2400,-73.8300,43.2400,-73.8300,0,0,0,0,0,91,0,0,0,2025-05-17,14:20:00
2505171440-01,2025,05,17,2025-05-17,14:40:00,3,NY,36,0,1.00,0,0,0,0,43.1800,-73.7481,43.1800,-73.7481,0,0,0,0,0,91,0,0,0,2025-05-17,14:40:00
2505171512-01,2025,05,17,2025-05-17,15:12:00,3,AR,05,0,2.00,0,0,0,0,33.1048,-92.3508,33.1048,-92.3508,0,0,0,0,0,139,0,0,0,2025-05-17,15:12:00
2505171526-01,2025,05,17,2025-05-17,15:26:00,3,OK,40,0,1.00,0,0,0,0,35.0523,-97.9368,35.0523,-97.9368,0,0,0,0,0,51,0,0,0,2025-05-17,15:26:00
2505171528-01,2025,05,17,2025-05-17,15:28:00,3,AR,05,0,1.75,0,0,0,0,33.1301,-92.2561,33.1301,-92.2561,0,0,0,0,0,139,0,0,0,2025-05-17,15:28:00
