om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
756687,2024,05,16,2024-05-16,15:31:00,3,TX,48,0,61.0000,0,0,2000,0,30.4437,-97.7423,30.4437,-97.7423,0,0,0,0,0,453,0,0,0,EG
756688,2024,05,16,2024-05-16,15:35:00,3,TX,48,0,59.0000,0,0,0,0,33.2234,-102.8300,33.2234,-102.8300,0,0,0,0,0,501,0,0,0,MG
756689,2024,05,16,2024-05-16,15:45:00,3,TX,48,0,61.0000,0,0,5000,0,30.0600,-96.9100,30.0600,-96.9100,0,0,0,0,0,149,0,0,0,EG
756690,2024,05,16,2024-05-16,15:45:00,3,TX,48,0,52.0000,0,0,500,0,30.2340,-97.0138,30.2340,-97.0138,0,0,0,0,0,287,0,0,0,EG
756691,2024,05,16,2024-05-16,15:45:00,3,TX,48,0,60.0000,0,0,0,0,30.6100,-95.5200,30.6100,-95.5200,0,0,0,0,0,471,0,0,0,EG
756692,2024,05,16,2024-05-16,15:55:00,3,TX,48,0,52.0000,0,0,2000,0,30.1200,-97.3800,30.1200,-97.3800,0,0,0,0,0,21,0,0,0,EG
756693,2024,05,16,2024-05-16,15:57:00,3,TX,48,0,61.0000,0,0,10000,0,30.0900,-96.6400,30.0900,-96.6400,0,0,0,0,0,149,0,0,0,EG
756694,2024,05,16,2024-05-16,16:00:00,3,TX,48,0,61.0000,0,0,5000,0,30.1200,-96.7500,30.1200,-96.7500,0,0,0,0,0,149,0,0,0,EG
756695,2024,05,16,2024-05-16,16:10:00,3,TX,48,0,65.0000,0,0,700000,0,30.0800,-96.5100,30.0800,-96.5100,0,0,0,0,0,477,0,0,0,EG
756696,2024,05,16,2024-05-16,16:13:00,3,TX,48,0,53.0000,0,0,0,0,33.6602,-102.4099,33.6602,-102.4099,0,0,0,0,0,219,0,0,0,MG
756697,2024,05,16,2024-05-16,16:15:00,3,TX,48,0,100.0000,0,0,40000,0,31.9200,-102.7700,31.9200,-102.7700,0,0,0,0,0,135,0,0,0,EG
756698,2024,05,16,2024-05-16,16:19:00,3,TX,48,0,70.0000,0,0,10000,0,32.6300,-102.8800,32.6300,-102.8800,0,0,0,0,0,165,0,0,0,EG
756699,2024,05,16,2024-05-16,16:23:00,3,TX,48,0,52.0000,0,0,500,0,30.0600,-96.7000,30.0600,-96.7000,0,0,0,0,0,149,0,0,0,EG
756700,2024,05,16,2024-05-16,16:29:00,3,TX,48,0,52.0000,0,0,500,0,29.8900,-96.8500,29.8900,-96.8500,0,0,0,0,0,149,0,0,0,EG
756701,2024,05,16,2024-05-16,16:30:00,3,TX,48,0,60.0000,0,0,10000,0,29.9700,-96.2400,29.9700,-96.2400,0,0,0,0,0,15,0,0,0,EG
756702,2024,05,16,2024-05-16,16:45:00,3,TX,48,0,70.0000,0,0,1000000,0,30.0900,-95.9800,30.0900,-95.9800,0,0,0,0,0,473,0,0,0,EG
756703,2024,05,16,2024-05-16,16:45:00,3,TX,48,0,70.0000,0,0,0,0,30.0600,-96.0300,30.0600,-96.0300,0,0,0,0,0,473,0,0,0,EG
756704,2024,05,16,2024-05-16,16:50:00,3,TX,48,0,62.0000,0,0,0,0,30.6100,-96.3400,30.6100,-96.3400,0,0,0,0,0,41,0,0,0,MG
756705,2024,05,16,2024-05-16,16:51:00,3,TX,48,0,56.0000,0,0,0,0,31.9200,-102.3000,31.9200,-102.3000,0,0,0,0,0,135,0,0,0,EG
756706,2024,05,16,2024-05-16,16:55:00,3,TX,48,0,70.0000,0,0,40000,0,29.9400,-95.9500,29.9400,-95.9500,0,0,0,0,0,473,0,0,0,EG
756707,2024,05,16,2024-05-16,16:55:00,3,LA,22,0,50.0000,0,0,5000,0,30.7500,-93.2400,30.7500,-93.2400,0,0,0,0,0,11,0,0,0,EG
756708,2024,05,16,2024-05-16,16:56:00,3,TX,48,0,55.0000,0,0,0,0,33.7335,-101.9534,33.6700,-101.8200,0,0,0,0,0,303,0,0,0,MG
756709,2024,05,16,2024-05-16,16:58:00,3,TX,48,0,60.0000,0,0,0,0,30.1100,-96.0800,30.1100,-96.0800,0,0,0,0,0,473,0,0,0,MG
756710,2024,05,16,2024-05-16,17:00:00,3,TX,48,0,70.0000,0,0,0,0,30.0600,-95.8600,30.0600,-95.8600,0,0,0,0,0,201,0,0,0,EG
756711,2024,05,16,2024-05-16,17:00:00,3,TX,48,0,70.0000,0,0,70000000,0,29.7900,-95.8200,29.7900,-95.8200,0,0,0,0,0,201,0,0,0,EG
756712,2024,05,16,2024-05-16,17:02:00,3,TX,48,0,50.0000,0,0,2000,0,31.0100,-94.1000,31.0100,-94.1000,0,0,0,0,0,241,0,0,0,EG
756713,2024,05,16,2024-05-16,17:10:00,3,LA,22,0,50.0000,0,0,5000,0,30.6700,-93.2400,30.6700,-93.2400,0,0,0,0,0,11,0,0,0,EG
756714,2024,05,16,2024-05-16,17:10:00,3,TX,48,0,90.0000,0,0,300000,0,29.9000,-95.7600,29.9000,-95.7600,0,0,0,0,0,201,0,0,0,EG
756715,2024,05,16,2024-05-16,17:10:00,3,TX,48,0,50.0000,0,0,0,0,30.4100,-94.5300,30.4100,-94.5300,0,0,0,0,0,199,0,0,0,EG
756716,2024,05,16,2024-05-16,17:15:00,3,TX,48,0,56.0000,0,0,0,0,29.9500,-95.7400,29.9500,-95.7400,0,0,0,0,0,201,0,0,0,MG
756717,2024,05,16,2024-05-16,17:15:00,3,TX,48,0,56.0000,0,0,0,0,29.8900,-95.5700,29.8900,-95.5700,0,0,0,0,0,201,0,0,0,EG
756718,2024,05,16,2024-05-16,17:15:00,3,TX,48,0,61.0000,0,0,0,0,31.9800,-102.3000,31.9800,-102.3000,0,0,0,0,0,135,0,0,0,MG
756719,2024,05,16,2024-05-16,17:20:00,3,TX,48,0,87.0000,0,0,10000,0,31.9700,-102.0700,31.9700,-102.0700,0,0,0,0,0,329,0,0,0,EG
756720,2024,05,16,2024-05-16,17:23:00,3,TX,48,0,78.0000,0,0,1000,0,31.8900,-102.3800,31.8900,-102.3800,0,0,0,0,0,135,0,0,0,EG
756721,2024,05,16,2024-05-16,17:25:00,3,TX,48,0,87.0000,0,0,40000,0,31.9000,-102.3600,31.9000,-102.3600,0,0,0,0,0,135,0,0,0,EG
756722,2024,05,16,2024-05-16,17:26:00,3,TX,48,0,62.0000,0,0,0,0,31.9200,-102.4000,31.9200,-102.4000,0,0,0,0,0,135,0,0,0,MG
756723,2024,05,16,2024-05-16,17:27:00,3,TX,48,0,52.0000,0,0,0,0,34.1700,-101.7200,34.1855,-101.7000,0,0,0,0,0,189,0,0,0,MG
756724,2024,05,16,2024-05-16,17:28:00,3,TX,48,0,66.0000,0,0,0,0,31.9500,-102.2000,31.9500,-102.2000,0,0,0,0,0,329,0,0,0,MG
756725,2024,05,16,2024-05-16,17:30:00,3,TX,48,0,70.0000,0,4,0,0,29.8100,-95.3900,29.8100,-95.3900,0,0,0,0,0,201,0,0,0,EG
756726,2024,05,16,2024-05-16,17:30:00,3,TX,48,0,60.0000,0,0,0,0,29.8600,-95.3600,29.8600,-95.3600,0,0,0,0,0,201,0,0,0,EG
756727,2024,05,16,2024-05-16,17:35:00,3,TX,48,0,70.0000,0,0,1000,0,31.9200,-102.2900,31.9200,-102.2900,0,0,0,0,0,135,0,0,0,EG
756728,2024,05,16,2024-05-16,17:35:00,3,TX,48,0,51.0000,0,0,0,0,32.0300,-102.1000,32.0300,-102.1000,0,0,0,0,0,329,0,0,0,MG
756729,2024,05,16,2024-05-16,17:39:00,3,TX,48,0,70.0000,0,0,0,0,29.7700,-95.3100,29.7700,-95.3100,0,0,0,0,0,201,0,0,0,EG
756730,2024,05,16,2024-05-16,17:41:00,3,TX,48,0,60.0000,0,0,0,0,29.7800,-95.2200,29.7800,-95.2200,0,0,0,0,0,201,0,0,0,EG
756731,2024,05,16,2024-05-16,17:43:00,3,TX,48,0,50.0000,0,0,1000,0,30.3100,-94.0800,30.3100,-94.0800,0,0,0,0,0,241,0,0,0,EG
756732,2024,05,16,2024-05-16,17:43:00,3,TX,48,0,80.0000,0,0,1000000,0,29.7600,-95.3700,29.7600,-95.3700,0,0,0,0,0,201,0,0,0,EG
756733,2024,05,16,2024-05-16,17:45:00,3,TX,48,0,54.0000,0,0,0,0,30.0000,-95.3700,30.0000,-95.3700,0,0,0,0,0,201,0,0,0,MG
756734,2024,05,16,2024-05-16,17:45:00,3,TX,48,0,87.0000,0,0,50000,0,31.9100,-102.2500,31.9100,-102.2500,0,0,0,0,0,329,0,0,0,EG
756735,2024,05,16,2024-05-16,17:48:00,3,TX,48,0,70.0000,0,0,2000,0,32.0200,-101.8700,32.0200,-101.8700,0,0,0,0,0,329,0,0,0,EG
756736,2024,05,16,2024-05-16,17:51:00,3,TX,48,0,50.0000,0,0,0,0,30.3600,-94.0400,30.3600,-94.0400,0,0,0,0,0,241,0,0,0,EG
756737,2024,05,16,2024-05-16,17:52:00,3,TX,48,0,51.0000,0,0,0,0,32.0700,-101.9400,32.0700,-101.9400,0,0,0,0,0,329,0,0,0,MG
756738,2024,05,16,2024-05-16,17:53:00,3,LA,22,0,50.0000,0,0,0,0,30.7400,-92.7000,30.7400,-92.7000,0,0,0,0,0,3,0,0,0,EG
756739,2024,05,16,2024-05-16,17:54:00,3,TX,48,0,55.0000,0,0,0,0,29.7100,-95.1200,29.7100,-95.1200,0,0,0,0,0,201,0,0,0,MG
756740,2024,05,16,2024-05-16,17:54:00,3,TX,48,0,57.0000,0,0,0,0,31.6600,-101.6000,31.6600,-101.6000,0,0,0,0,0,173,0,0,0,MG
756741,2024,05,16,2024-05-16,17:55:00,3,TX,48,0,62.0000,0,0,0,0,29.7200,-95.4000,29.7200,-95.4000,0,0,0,0,0,201,0,0,0,MG
756742,2024,05,16,2024-05-16,17:56:00,3,TX,48,0,50.0000,0,0,0,0,30.7200,-93.7500,30.7200,-93.7500,0,0,0,0,0,351,0,0,0,EG
756743,2024,05,16,2024-05-16,17:57:00,3,LA,22,0,50.0000,0,0,1000,0,30.6200,-92.7700,30.6200,-92.7700,0,0,0,0,0,3,0,0,0,EG
756744,2024,05,16,2024-05-16,17:57:00,3,TX,48,0,50.0000,0,0,3000,0,30.4300,-93.9600,30.4300,-93.9600,0,0,0,0,0,241,0,0,0,EG
756745,2024,05,16,2024-05-16,17:59:00,3,TX,48,0,50.0000,0,0,0,0,30.2700,-93.9100,30.2700,-93.9100,0,0,0,0,0,241,0,0,0,EG
756746,2024,05,16,2024-05-16,18:00:00,3,TX,48,0,60.0000,0,0,0,0,29.7200,-95.0000,29.7200,-95.0000,0,0,0,0,0,201,0,0,0,EG
756747,2024,05,16,2024-05-16,18:00:00,3,TX,48,0,50.0000,0,0,1000,0,30.4400,-93.9700,30.4400,-93.9700,0,0,0,0,0,241,0,0,0,EG
756748,2024,05,16,2024-05-16,18:00:00,3,TX,48,0,54.0000,0,0,0,0,29.6300,-95.2800,29.6300,-95.2800,0,0,0,0,0,201,0,0,0,MG
756749,2024,05,16,2024-05-16,18:00:00,3,TX,48,0,70.0000,0,0,1000,0,32.0100,-102.1200,32.0100,-102.1200,0,0,0,0,0,329,0,0,0,EG
756750,2024,05,16,2024-05-16,18:02:00,3,TX,48,0,64.0000,0,0,0,0,29.7600,-95.0800,29.7600,-95.0800,0,0,0,0,0,201,0,0,0,MG
756751,2024,05,16,2024-05-16,18:03:00,3,TX,48,0,51.0000,0,0,0,0,31.9400,-102.1900,31.9400,-102.1900,0,0,0,0,0,329,0,0,0,MG
756752,2024,05,16,2024-05-16,18:07:00,3,TX,48,0,50.0000,0,0,0,0,29.8000,-94.8500,29.8000,-94.8500,0,0,0,0,0,71,0,0,0,EG
756753,2024,05,16,2024-05-16,18:10:00,3,TX,48,0,50.0000,0,0,2000,0,30.2800,-94.5400,30.2800,-94.5400,0,0,0,0,0,199,0,0,0,EG
756754,2024,05,16,2024-05-16,18:11:00,3,TX,48,0,61.0000,0,0,1000,0,31.9700,-102.0700,31.9700,-102.0700,0,0,0,0,0,329,0,0,0,EG
756755,2024,05,16,2024-05-16,18:12:00,3,LA,22,0,50.0000,0,0,1000,0,30.3900,-93.7000,30.3900,-93.7000,0,0,0,0,0,19,0,0,0,EG
756756,2024,05,16,2024-05-16,18:15:00,3,TX,48,0,55.0000,0,0,0,0,29.7200,-94.9400,29.7200,-94.9400,0,0,0,0,0,71,0,0,0,MG
756757,2024,05,16,2024-05-16,18:15:00,3,TX,48,0,54.0000,0,0,0,0,29.6800,-95.0100,29.6800,-95.0100,0,0,0,0,0,201,0,0,0,MG
756758,2024,05,16,2024-05-16,18:20:00,3,TX,48,0,50.0000,0,0,2000,0,30.5500,-93.7600,30.5500,-93.7600,0,0,0,0,0,351,0,0,0,EG
756759,2024,05,16,2024-05-16,18:22:00,3,LA,22,0,50.0000,0,0,1000,0,30.3700,-93.6700,30.3700,-93.6700,0,0,0,0,0,19,0,0,0,EG
756760,2024,05,16,2024-05-16,18:25:00,3,TX,48,0,52.0000,0,0,500,0,32.1400,-101.4000,32.1400,-101.4000,0,0,0,0,0,227,0,0,0,EG
756761,2024,05,16,2024-05-16,18:33:00,3,LA,22,0,50.0000,0,0,1000,0,30.8200,-92.3500,30.8200,-92.3500,0,0,0,0,0,39,0,0,0,EG
756762,2024,05,16,2024-05-16,18:34:00,3,TX,48,0,50.0000,0,0,0,0,30.4000,-94.2500,30.4000,-94.2500,0,0,0,0,0,199,0,0,0,EG
756763,2024,05,16,2024-05-16,18:40:00,3,TX,48,0,61.0000,0,0,0,0,31.8400,-100.9900,31.8400,-100.9900,0,0,0,0,0,431,0,0,0,EG
756764,2024,05,16,2024-05-16,18:45:00,3,TX,48,0,56.0000,0,0,0,0,31.8800,-100.9600,31.8800,-100.9600,0,0,0,0,0,431,0,0,0,EG
756765,2024,05,16,2024-05-16,18:50:00,3,SD,46,0,52.0000,0,0,0,0,43.4200,-102.1800,43.4200,-102.1800,0,0,0,0,0,102,0,0,0,EG
756766,2024,05,16,2024-05-16,18:52:00,3,LA,22,0,50.0000,0,0,0,0,30.4500,-93.4300,30.4500,-93.4300,0,0,0,0,0,19,0,0,0,EG
756767,2024,05,16,2024-05-16,18:52:00,3,LA,22,0,50.0000,0,0,1000,0,30.4700,-93.3700,30.4700,-93.3700,0,0,0,0,0,11,0,0,0,EG
756768,2024,05,16,2024-05-16,19:00:00,3,TX,48,0,70.0000,0,0,0,0,30.9300,-99.8100,30.9300,-99.8100,0,0,0,0,0,327,0,0,0,MG
756769,2024,05,16,2024-05-16,19:02:00,3,LA,22,0,50.0000,0,0,0,0,30.3400,-93.2300,30.3400,-93.2300,0,0,0,0,0,19,0,0,0,EG
756770,2024,05,16,2024-05-16,19:54:00,3,LA,22,0,50.0000,0,0,1000,0,30.5000,-92.8400,30.5000,-92.8400,0,0,0,0,0,3,0,0,0,EG
756771,2024,05,16,2024-05-16,20:06:00,3,LA,22,0,50.0000,0,0,5000,0,30.9000,-92.9200,30.9000,-92.9200,0,0,0,0,0,115,0,0,0,EG
756772,2024,05,16,2024-05-16,20:15:00,3,LA,22,0,50.0000,0,0,1000,0,30.3000,-92.2000,30.3000,-92.2000,0,0,0,0,0,1,0,0,0,EG
756773,2024,05,16,2024-05-16,20:15:00,3,LA,22,0,54.0000,0,0,0,0,30.7200,-91.4800,30.7200,-91.4800,0,0,0,0,0,77,0,0,0,MG
756774,2024,05,16,2024-05-16,20:15:00,3,LA,22,0,51.0000,0,0,0,0,30.2500,-92.3500,30.2500,-92.3500,0,0,0,0,0,1,0,0,0,MG
756775,2024,05,16,2024-05-16,20:24:00,3,LA,22,0,50.0000,0,0,0,0,30.3100,-92.1200,30.3100,-92.1200,0,0,0,0,0,55,0,0,0,EG
756776,2024,05,16,2024-05-16,20:28:00,3,LA,22,0,50.0000,0,0,0,0,30.2800,-92.1000,30.2800,-92.1000,0,0,0,0,0,55,0,0,0,EG
756777,2024,05,16,2024-05-16,20:28:00,3,LA,22,0,50.0000,0,0,0,0,30.3000,-92.0900,30.3000,-92.0900,0,0,0,0,0,55,0,0,0,EG
756778,2024,05,16,2024-05-16,20:29:00,3,LA,22,0,53.0000,0,0,0,0,30.0800,-92.1800,30.0800,-92.1800,0,0,0,0,0,113,0,0,0,MG
756779,2024,05,16,2024-05-16,20:30:00,3,LA,22,0,50.0000,0,0,5000,0,30.2400,-92.1000,30.2400,-92.1000,0,0,0,0,0,55,0,0,0,EG
756780,2024,05,16,2024-05-16,20:30:00,3,LA,22,0,61.0000,0,0,0,0,30.1600,-92.0300,30.1600,-92.0300,0,0,0,0,0,55,0,0,0,EG
756781,2024,05,16,2024-05-16,20:30:00,3,LA,22,0,50.0000,0,0,1000,0,30.3359,-92.0583,30.3359,-92.0583,0,0,0,0,0,55,0,0,0,EG
756782,2024,05,16,2024-05-16,20:30:00,3,LA,22,0,50.0000,0,0,1000,0,30.3500,-92.0700,30.3500,-92.0700,0,0,0,0,0,55,0,0,0,EG
756783,2024,05,16,2024-05-16,20:31:00,3,LA,22,0,50.0000,0,0,1000,0,30.2400,-92.2700,30.2400,-92.2700,0,0,0,0,0,1,0,0,0,EG
756784,2024,05,16,2024-05-16,20:32:00,3,LA,22,0,50.0000,0,0,1000,0,30.2100,-92.0500,30.2100,-92.0500,0,0,0,0,0,55,0,0,0,EG
756785,2024,05,16,2024-05-16,20:33:00,3,LA,22,0,50.0000,0,0,0,0,30.2100,-92.0500,30.2100,-92.0500,0,0,0,0,0,55,0,0,0,EG
756786,2024,05,16,2024-05-16,20:34:00,3,LA,22,0,56.0000,0,0,0,0,30.2000,-92.0200,30.2000,-92.0200,0,0,0,0,0,55,0,0,0,EG
756787,2024,05,16,2024-05-16,20:36:00,3,LA,22,0,50.0000,0,0,5000,0,30.2200,-92.0300,30.2200,-92.0300,0,0,0,0,0,55,0,0,0,EG
756788,2024,05,16,2024-05-16,20:37:00,3,LA,22,0,52.0000,0,0,3000,0,30.7200,-91.1400,30.7200,-91.1400,0,0,0,0,0,37,0,0,0,EG
756789,2024,05,16,2024-05-16,20:41:00,3,LA,22,0,50.0000,0,0,0,0,30.2700,-91.8900,30.2700,-91.8900,0,0,0,0,0,99,0,0,0,EG
756790,2024,05,16,2024-05-16,20:41:00,3,LA,22,0,50.0000,0,0,1000,0,30.4100,-92.0700,30.4100,-92.0700,0,0,0,0,0,97,0,0,0,EG
756791,2024,05,16,2024-05-16,20:46:00,3,LA,22,0,58.0000,0,0,0,0,30.0300,-91.8800,30.0300,-91.8800,0,0,0,0,0,45,0,0,0,MG
756792,2024,05,16,2024-05-16,20:47:00,3,LA,22,0,52.0000,0,0,3000,0,30.5900,-91.1600,30.5900,-91.1600,0,0,0,0,0,33,0,0,0,EG
756793,2024,05,16,2024-05-16,20:49:00,3,LA,22,0,60.0000,0,0,0,0,30.2000,-92.0000,30.2000,-92.0000,0,0,0,0,0,55,0,0,0,MG
756794,2024,05,16,2024-05-16,20:55:00,3,LA,22,0,50.0000,0,0,2000,0,30.1900,-91.8800,30.1900,-91.8800,0,0,0,0,0,99,0,0,0,EG
756795,2024,05,16,2024-05-16,20:56:00,3,LA,22,0,50.0000,0,0,5000,0,30.2200,-91.8300,30.2200,-91.8300,0,0,0,0,0,99,0,0,0,EG
756796,2024,05,16,2024-05-16,20:56:00,3,LA,22,0,61.0000,0,0,3000,0,30.4300,-91.1800,30.4300,-91.1800,0,0,0,0,0,33,0,0,0,EG
756797,2024,05,16,2024-05-16,20:56:00,3,LA,22,0,52.0000,0,0,1500,0,30.4800,-91.1600,30.4800,-91.1600,0,0,0,0,0,33,0,0,0,EG
756798,2024,05,16,2024-05-16,20:57:00,3,LA,22,0,52.0000,0,0,0,1000,30.4100,-91.1500,30.4100,-91.1500,0,0,0,0,0,33,0,0,0,EG
756799,2024,05,16,2024-05-16,20:58:00,3,LA,22,0,50.0000,0,0,10000,0,30.1600,-91.7800,30.1600,-91.7800,0,0,0,0,0,99,0,0,0,EG
756800,2024,05,16,2024-05-16,21:00:00,3,LA,22,0,50.0000,0,0,5000,0,30.2600,-91.8200,30.2600,-91.8200,0,0,0,0,0,99,0,0,0,EG
756801,2024,05,16,2024-05-16,21:00:00,3,LA,22,0,50.0000,0,0,5000,0,30.2400,-91.8800,30.2400,-91.8800,0,0,0,0,0,99,0,0,0,EG
756802,2024,05,16,2024-05-16,21:04:00,3,LA,22,0,50.0000,0,0,1000,0,30.2100,-91.7100,30.2100,-91.7100,0,0,0,0,0,99,0,0,0,EG
756803,2024,05,16,2024-05-16,21:04:00,3,LA,22,0,50.0000,0,0,15000,0,30.5400,-91.7600,30.5400,-91.7600,0,0,0,0,0,97,0,0,0,EG
756804,2024,05,16,2024-05-16,21:07:00,3,LA,22,0,50.0000,0,0,5000,0,30.6900,-91.7500,30.6900,-91.7500,0,0,0,0,0,97,0,0,0,EG
756805,2024,05,16,2024-05-16,21:10:00,3,LA,22,0,52.0000,0,0,0,0,30.4100,-91.1800,30.4100,-91.1800,0,0,0,0,0,33,0,0,0,MG
756806,2024,05,16,2024-05-16,21:21:00,3,LA,22,0,61.0000,0,0,0,3000,30.1600,-91.3300,30.1600,-91.3300,0,0,0,0,0,47,0,0,0,EG
756807,2024,05,16,2024-05-16,21:21:00,3,LA,22,0,52.0000,0,0,7500,0,30.5400,-90.9000,30.5400,-90.9000,0,0,0,0,0,63,0,0,0,EG
756808,2024,05,16,2024-05-16,21:33:00,3,LA,22,0,61.0000,0,0,1500,0,30.5600,-90.8400,30.5600,-90.8400,0,0,0,0,0,63,0,0,0,EG
756809,2024,05,16,2024-05-16,21:51:00,3,LA,22,0,61.0000,0,0,5000,0,30.4200,-90.5700,30.4200,-90.5700,0,0,0,0,0,63,0,0,0,EG
756810,2024,05,16,2024-05-16,22:34:00,3,LA,22,0,52.0000,0,0,5000,0,30.4800,-90.1000,30.4800,-90.1000,0,0,0,0,0,103,0,0,0,EG
756811,2024,05,16,2024-05-16,22:35:00,3,LA,22,0,52.0000,0,0,4000,0,30.3600,-90.0500,30.3600,-90.0500,0,0,0,0,0,103,0,0,0,EG
756812,2024,05,16,2024-05-16,22:36:00,3,LA,22,0,73.0000,0,0,0,0,29.9900,-90.2600,29.9900,-90.2600,0,0,0,0,0,51,0,0,0,MG
756813,2024,05,16,2024-05-16,22:38:00,3,LA,22,0,61.0000,0,0,4000,0,30.0300,-90.0300,30.0300,-90.0300,0,0,0,0,0,71,0,0,0,EG
756814,2024,05,16,2024-05-16,22:45:00,3,LA,22,0,61.0000,0,0,3000,0,29.9600,-90.2200,29.9600,-90.2200,0,0,0,0,0,51,0,0,0,EG
756815,2024,05,16,2024-05-16,22:53:00,3,LA,22,0,71.0000,0,0,0,0,30.0400,-90.0300,30.0400,-90.0300,0,0,0,0,0,71,0,0,0,MG
756816,2024,05,16,2024-05-16,23:00:00,3,LA,22,0,52.0000,0,0,0,1000,30.4000,-89.7400,30.4000,-89.7400,0,0,0,0,0,103,0,0,0,EG
756817,2024,05,16,2024-05-16,23:00:00,3,LA,22,0,54.0000,0,0,0,0,30.0300,-89.9700,30.0300,-89.9700,0,0,0,0,0,71,0,0,0,MG
756818,2024,05,16,2024-05-16,23:01:00,3,LA,22,0,71.0000,0,0,0,0,30.0400,-90.0300,30.0400,-90.0300,0,0,0,0,0,71,0,0,0,MG
756819,2024,05,16,2024-05-16,23:06:00,3,LA,22,0,63.0000,0,0,0,0,29.9900,-89.8700,29.9900,-89.8700,0,0,0,0,0,87,0,0,0,MG
756820,2024,05,16,2024-05-16,23:20:00,3,MS,28,0,52.0000,0,0,4500,0,30.4400,-89.4300,30.4400,-89.4300,0,0,0,0,0,45,0,0,0,EG
756821,2024,05,17,2024-05-17,00:30:00,3,LA,22,0,56.0000,0,0,0,0,29.1800,-89.2600,29.1800,-89.2600,0,0,0,0,0,75,0,0,0,MG
756822,2024,05,17,2024-05-17,01:35:00,3,AL,01,0,51.0000,0,0,0,0,30.3600,-87.6500,30.3600,-87.6500,0,0,0,0,0,3,0,0,0,MG
756823,2024,05,17,2024-05-17,04:01:00,3,FL,12,0,62.0000,0,0,0,0,29.7500,-85.4000,29.7500,-85.4000,0,0,0,0,0,45,0,0,0,MG
756824,2024,05,17,2024-05-17,04:02:00,3,FL,12,0,76.0000,0,0,0,0,29.7500,-85.4000,29.7500,-85.4000,0,0,0,0,0,45,0,0,0,MG
756825,2024,05,17,2024-05-17,04:06:00,3,FL,12,0,50.0000,0,0,5000,0,29.8000,-85.3000,29.8000,-85.3000,0,0,0,0,0,45,0,0,0,EG
756826,2024,05,17,2024-05-17,04:07:00,3,FL,12,0,54.0000,0,0,0,0,29.6800,-85.2500,29.6800,-85.2500,0,0,0,0,0,45,0,0,0,MG
756827,2024,05,17,2024-05-17,04:13:00,3,FL,12,0,64.0000,0,0,0,0,29.7300,-85.3900,29.7300,-85.3900,0,0,0,0,0,45,0,0,0,MG
756828,2024,05,17,2024-05-17,04:15:00,3,FL,12,0,65.0000,0,0,5000,0,29.7500,-85.4000,29.7500,-85.4000,0,0,0,0,0,45,0,0,0,EG
756829,2024,05,17,2024-05-17,04:25:00,3,FL,12,0,61.0000,0,0,0,0,29.7200,-85.0200,29.7200,-85.0200,0,0,0,0,0,37,0,0,0,MG
756830,2024,05,17,2024-05-17,04:32:00,3,FL,12,0,55.0000,0,0,5000,0,29.7300,-84.9800,29.7300,-84.9800,0,0,0,0,0,37,0,0,0,EG
756831,2024,05,17,2024-05-17,14:30:00,3,MT,30,0,52.0000,0,0,0,0,47.7400,-104.1400,47.7400,-104.1400,0,0,0,0,0,83,0,0,0,EG
756832,2024,05,17,2024-05-17,14:39:00,3,AL,01,0,50.0000,0,0,0,0,31.0900,-86.5400,31.0900,-86.5400,0,0,0,0,0,39,0,0,0,EG
756833,2024,05,17,2024-05-17,14:49:00,3,ND,38,0,60.0000,0,0,0,0,47.8000,-103.4900,47.8000,-103.4900,0,0,0,0,0,53,0,0,0,MG
756834,2024,05,17,2024-05-17,14:52:00,3,AL,01,0,50.0000,0,0,0,0,31.0500,-86.5800,31.0500,-86.5800,0,0,0,0,0,39,0,0,0,EG
756835,2024,05,17,2024-05-17,14:55:00,3,ND,38,0,60.0000,0,0,0,0,48.8200,-101.2800,48.8200,-101.2800,0,0,0,0,0,9,0,0,0,MG
756836,2024,05,17,2024-05-17,15:05:00,3,AL,01,0,50.0000,0,0,0,0,31.0200,-86.3900,31.0200,-86.3900,0,0,0,0,0,39,0,0,0,EG
756837,2024,05,17,2024-05-17,15:05:00,3,AL,01,0,50.0000,0,0,0,0,31.0500,-86.4400,31.0500,-86.4400,0,0,0,0,0,39,0,0,0,EG
756838,2024,05,17,2024-05-17,15:07:00,3,ND,38,0,54.0000,0,0,0,0,47.8100,-103.2400,47.8100,-103.2400,0,0,0,0,0,53,0,0,0,MG
756839,2024,05,17,2024-05-17,15:15:00,3,AL,01,0,50.0000,0,0,0,0,30.6300,-88.2200,30.6300,-88.2200,0,0,0,0,0,97,0,0,0,EG
756840,2024,05,17,2024-05-17,15:34:00,3,ND,38,0,56.0000,0,0,0,0,47.9300,-102.9400,47.9300,-102.9400,0,0,0,0,0,53,0,0,0,MG
756841,2024,05,17,2024-05-17,15:45:00,3,SD,46,0,59.0000,0,0,0,0,45.8245,-103.7108,45.8245,-103.7108,0,0,0,0,0,63,0,0,0,MG
756842,2024,05,17,2024-05-17,15:50:00,3,AL,01,0,50.0000,0,0,3000,0,31.0900,-86.1100,31.0900,-86.1100,0,0,0,0,0,61,0,0,0,EG
756843,2024,05,17,2024-05-17,15:51:00,3,AL,01,0,50.0000,0,0,0,0,30.5400,-87.9000,30.5400,-87.9000,0,0,0,0,0,3,0,0,0,EG
