om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
756844,2024,05,17,2024-05-17,15:55:00,3,AL,01,0,50.0000,0,0,2000,0,31.0400,-86.1000,31.0400,-86.1000,0,0,0,0,0,61,0,0,0,EG
756845,2024,05,17,2024-05-17,16:02:00,3,WY,56,0,53.0000,0,0,0,0,41.6000,-106.2100,41.6000,-106.2100,0,0,0,0,0,7,0,0,0,MG
756846,2024,05,17,2024-05-17,16:05:00,3,MT,30,0,64.0000,0,0,0,0,47.3300,-106.9500,47.3300,-106.9500,0,0,0,0,0,33,0,0,0,MG
756847,2024,05,17,2024-05-17,16:15:00,3,FL,12,0,50.0000,0,0,3000,0,30.9600,-85.7900,30.9600,-85.7900,0,0,0,0,0,59,0,0,0,EG
756848,2024,05,17,2024-05-17,16:15:00,3,ND,38,0,50.0000,0,0,0,0,46.1800,-103.4800,46.1800,-103.4800,0,0,0,0,0,11,0,0,0,MG
756849,2024,05,17,2024-05-17,16:22:00,3,FL,12,0,50.0000,0,0,0,0,30.9200,-85.7900,30.9200,-85.7900,0,0,0,0,0,59,0,0,0,EG
756850,2024,05,17,2024-05-17,16:22:00,3,SD,46,0,74.0000,0,0,0,0,45.8600,-102.9800,45.8600,-102.9800,0,0,0,0,0,63,0,0,0,MG
756851,2024,05,17,2024-05-17,16:25:00,3,ND,38,0,54.0000,0,0,0,0,47.9800,-102.1700,47.9800,-102.1700,0,0,0,0,0,61,0,0,0,MG
756852,2024,05,17,2024-05-17,16:30:00,3,FL,12,0,50.0000,0,0,0,0,30.8700,-85.8100,30.8700,-85.8100,0,0,0,0,0,59,0,0,0,EG
756853,2024,05,17,2024-05-17,16:35:00,3,FL,12,0,50.0000,0,0,0,0,30.9200,-85.7000,30.9200,-85.7000,0,0,0,0,0,59,0,0,0,EG
756854,2024,05,17,2024-05-17,16:35:00,3,SD,46,0,63.0000,0,0,0,0,45.9100,-102.9200,45.9100,-102.9200,0,0,0,0,0,105,0,0,0,MG
756855,2024,05,17,2024-05-17,16:40:00,3,FL,12,0,50.0000,0,0,0,0,30.9600,-85.6500,30.9600,-85.6500,0,0,0,0,0,59,0,0,0,EG
756856,2024,05,17,2024-05-17,16:42:00,3,GA,13,0,50.0000,0,0,0,0,31.1600,-84.2700,31.1600,-84.2700,0,0,0,0,0,205,0,0,0,EG
756857,2024,05,17,2024-05-17,16:49:00,3,FL,12,0,50.0000,0,0,0,0,30.9600,-85.5800,30.9600,-85.5800,0,0,0,0,0,59,0,0,0,EG
756858,2024,05,17,2024-05-17,16:50:00,3,FL,12,0,50.0000,0,0,0,0,30.8500,-85.6900,30.8500,-85.6900,0,0,0,0,0,59,0,0,0,EG
756859,2024,05,17,2024-05-17,16:58:00,3,ND,38,0,61.0000,0,0,0,0,46.0200,-102.6500,46.0200,-102.6500,0,0,0,0,0,1,0,0,0,MG
756860,2024,05,17,2024-05-17,17:00:00,3,AL,01,0,50.0000,0,0,0,0,31.0200,-85.4700,31.0200,-85.4700,0,0,0,0,0,69,0,0,0,EG
756861,2024,05,17,2024-05-17,17:00:00,3,ND,38,0,50.0000,0,0,0,0,48.1200,-98.9200,48.1200,-98.9200,0,0,0,0,0,71,0,0,0,MG
756862,2024,05,17,2024-05-17,17:05:00,3,GA,13,0,50.0000,0,0,0,0,31.4700,-83.7800,31.4700,-83.7800,0,0,0,0,0,321,0,0,0,EG
756863,2024,05,17,2024-05-17,17:10:00,3,SD,46,0,61.0000,0,0,0,0,43.3000,-104.0200,43.3000,-104.0200,0,0,0,0,0,47,0,0,0,MG
756864,2024,05,17,2024-05-17,17:18:00,3,SD,46,0,61.0000,0,0,0,0,45.7700,-102.1800,45.7700,-102.1800,0,0,0,0,0,105,0,0,0,EG
756865,2024,05,17,2024-05-17,17:20:00,3,SD,46,0,58.0000,0,0,0,0,45.6687,-102.1800,45.6687,-102.1800,0,0,0,0,0,105,0,0,0,MG
756866,2024,05,17,2024-05-17,17:24:00,3,FL,12,0,50.0000,0,0,0,0,30.8000,-85.3800,30.8000,-85.3800,0,0,0,0,0,63,0,0,0,EG
756867,2024,05,17,2024-05-17,17:24:00,3,NE,31,0,67.0000,0,0,0,0,42.9200,-103.7900,42.9200,-103.7900,0,0,0,0,0,165,0,0,0,MG
756868,2024,05,17,2024-05-17,17:27:00,3,ND,38,0,52.0000,0,0,1000,0,45.9700,-102.1100,45.9700,-102.1100,0,0,0,0,0,1,0,0,0,EG
756869,2024,05,17,2024-05-17,17:30:00,3,GA,13,0,50.0000,0,0,0,0,31.1100,-83.8900,31.1100,-83.8900,0,0,0,0,0,71,0,0,0,EG
756870,2024,05,17,2024-05-17,17:30:00,3,FL,12,0,55.0000,0,0,0,0,30.8300,-85.3400,30.8300,-85.3400,0,0,0,0,0,63,0,0,0,EG
756871,2024,05,17,2024-05-17,17:35:00,3,SD,46,0,52.0000,0,0,0,0,43.3400,-103.3800,43.3400,-103.3800,0,0,0,0,0,47,0,0,0,EG
756872,2024,05,17,2024-05-17,17:40:00,3,GA,13,0,50.0000,0,0,0,0,31.0700,-83.8400,31.0700,-83.8400,0,0,0,0,0,71,0,0,0,EG
756873,2024,05,17,2024-05-17,17:40:00,3,SD,46,0,60.0000,0,0,0,0,43.2900,-103.4800,43.2900,-103.4800,0,0,0,0,0,47,0,0,0,MG
756874,2024,05,17,2024-05-17,17:50:00,3,ND,38,0,51.0000,0,0,0,0,47.8100,-98.3100,47.8100,-98.3100,0,0,0,0,0,63,0,0,0,MG
756875,2024,05,17,2024-05-17,17:53:00,3,AR,05,0,65.0000,0,0,20000,0,35.5500,-93.9500,35.5500,-93.9500,0,0,0,0,0,47,0,0,0,EG
756876,2024,05,17,2024-05-17,18:00:00,3,SD,46,0,52.0000,0,0,0,0,45.9200,-101.5200,45.9200,-101.5200,0,0,0,0,0,31,0,0,0,EG
756877,2024,05,17,2024-05-17,18:01:00,3,SD,46,0,50.0000,0,0,0,0,43.1900,-103.0000,43.1900,-103.0000,0,0,0,0,0,47,0,0,0,MG
756878,2024,05,17,2024-05-17,18:02:00,3,SD,46,0,61.0000,0,0,20000,0,43.1871,-102.8678,43.1871,-102.8678,0,0,0,0,0,102,0,0,0,EG
756879,2024,05,17,2024-05-17,18:05:00,3,GA,13,0,50.0000,0,0,0,0,31.0700,-83.1900,31.0700,-83.1900,0,0,0,0,0,19,0,0,0,EG
756880,2024,05,17,2024-05-17,18:10:00,3,GA,13,0,50.0000,0,0,0,0,31.2000,-83.2500,31.2000,-83.2500,0,0,0,0,0,19,0,0,0,EG
756881,2024,05,17,2024-05-17,18:15:00,3,SD,46,0,78.0000,0,0,0,0,45.6100,-101.0600,45.6100,-101.0600,0,0,0,0,0,31,0,0,0,MG
756882,2024,05,17,2024-05-17,18:23:00,3,FL,12,0,50.0000,1,0,50000,0,30.8100,-85.5200,30.8100,-85.5200,0,0,0,0,0,133,0,0,0,EG
756883,2024,05,17,2024-05-17,18:34:00,3,ND,38,0,55.0000,0,0,0,0,47.9200,-97.2200,47.9200,-97.2200,0,0,0,0,0,35,0,0,0,MG
756884,2024,05,17,2024-05-17,18:40:00,3,SD,46,0,56.0000,0,0,0,0,45.4300,-101.0700,45.4300,-101.0700,0,0,0,0,0,41,0,0,0,MG
756885,2024,05,17,2024-05-17,18:47:00,3,FL,12,0,50.0000,0,0,4000,0,30.7800,-85.2400,30.7800,-85.2400,0,0,0,0,0,63,0,0,0,EG
756886,2024,05,17,2024-05-17,18:47:00,3,SD,46,0,52.0000,0,0,0,0,45.9000,-100.2900,45.9000,-100.2900,0,0,0,0,0,21,0,0,0,EG
756887,2024,05,17,2024-05-17,18:55:00,3,FL,12,0,50.0000,0,0,0,0,30.6100,-84.6100,30.6100,-84.6100,0,0,0,0,0,39,0,0,0,EG
756888,2024,05,17,2024-05-17,19:12:00,3,ND,38,0,63.0000,0,0,0,0,47.9500,-97.1800,47.9500,-97.1800,0,0,0,0,0,35,0,0,0,MG
756889,2024,05,17,2024-05-17,19:15:00,3,SD,46,0,59.0000,0,0,0,0,45.9300,-99.8600,45.9300,-99.8600,0,0,0,0,0,21,0,0,0,MG
756890,2024,05,17,2024-05-17,19:15:00,3,ND,38,0,52.0000,0,0,0,0,47.8000,-97.0500,47.8000,-97.0500,0,0,0,0,0,35,0,0,0,EG
756891,2024,05,17,2024-05-17,19:18:00,3,ND,38,0,57.0000,0,0,0,0,47.9200,-97.1000,47.9200,-97.1000,0,0,0,0,0,35,0,0,0,MG
756892,2024,05,17,2024-05-17,19:22:00,3,SD,46,0,51.0000,0,0,0,0,45.5500,-100.4200,45.5500,-100.4200,0,0,0,0,0,129,0,0,0,MG
756893,2024,05,17,2024-05-17,19:23:00,3,SD,46,0,55.0000,0,0,0,0,45.8000,-100.0700,45.8000,-100.0700,0,0,0,0,0,21,0,0,0,MG
756894,2024,05,17,2024-05-17,19:25:00,3,ND,38,0,66.0000,0,0,0,0,47.9800,-97.0900,47.9800,-97.0900,0,0,0,0,0,35,0,0,0,MG
756895,2024,05,17,2024-05-17,19:33:00,3,SD,46,0,51.0000,0,0,0,0,43.9700,-102.0207,43.9700,-102.0207,0,0,0,0,0,71,0,0,0,MG
756896,2024,05,17,2024-05-17,19:46:00,3,FL,12,0,50.0000,0,0,2000,0,30.5200,-84.2800,30.5200,-84.2800,0,0,0,0,0,73,0,0,0,EG
756897,2024,05,17,2024-05-17,19:47:00,3,SD,46,0,53.0000,0,0,0,0,45.4500,-99.9600,45.4500,-99.9600,0,0,0,0,0,129,0,0,0,MG
756898,2024,05,17,2024-05-17,19:47:00,3,SD,46,0,52.0000,0,0,0,0,45.7700,-99.5800,45.7700,-99.5800,0,0,0,0,0,89,0,0,0,EG
756899,2024,05,17,2024-05-17,19:47:00,3,SD,46,0,56.0000,0,0,0,0,45.7300,-99.5600,45.7300,-99.5600,0,0,0,0,0,89,0,0,0,MG
756900,2024,05,17,2024-05-17,19:48:00,3,ND,38,0,52.0000,0,0,0,0,46.0300,-99.7800,46.0300,-99.7800,0,0,0,0,0,51,0,0,0,EG
756901,2024,05,17,2024-05-17,19:53:00,3,FL,12,0,50.0000,0,0,2000,0,30.5200,-84.2000,30.5200,-84.2000,0,0,0,0,0,73,0,0,0,EG
756902,2024,05,17,2024-05-17,19:55:00,3,SD,46,0,51.0000,0,0,0,0,45.4400,-99.6700,45.4400,-99.6700,0,0,0,0,0,45,0,0,0,MG
756903,2024,05,17,2024-05-17,19:58:00,3,SD,46,0,54.0000,0,0,0,0,44.0500,-101.6000,44.0500,-101.6000,0,0,0,0,0,55,0,0,0,MG
756904,2024,05,17,2024-05-17,19:58:00,3,SD,46,0,53.0000,0,0,0,0,45.7700,-99.3600,45.7700,-99.3600,0,0,0,0,0,89,0,0,0,MG
756905,2024,05,17,2024-05-17,20:02:00,3,SD,46,0,58.0000,0,0,0,0,45.4400,-99.6400,45.4400,-99.6400,0,0,0,0,0,45,0,0,0,MG
756906,2024,05,17,2024-05-17,20:11:00,3,SD,46,0,55.0000,0,0,0,0,45.8400,-98.9300,45.8400,-98.9300,0,0,0,0,0,89,0,0,0,MG
756907,2024,05,17,2024-05-17,20:19:00,3,SD,46,0,52.0000,0,0,0,0,45.6300,-99.4700,45.6300,-99.4700,0,0,0,0,0,89,0,0,0,EG
756908,2024,05,17,2024-05-17,20:25:00,3,SD,46,0,50.0000,0,0,0,0,45.4500,-99.0500,45.4500,-99.0500,0,0,0,0,0,45,0,0,0,MG
756909,2024,05,17,2024-05-17,20:30:00,3,SD,46,0,53.0000,0,0,0,0,44.3100,-101.1300,44.3100,-101.1300,0,0,0,0,0,117,0,0,0,MG
756910,2024,05,17,2024-05-17,20:35:00,3,SD,46,0,52.0000,0,0,0,0,45.8300,-98.5100,45.8300,-98.5100,0,0,0,0,0,13,0,0,0,MG
756911,2024,05,17,2024-05-17,20:50:00,3,SD,46,0,52.0000,0,0,0,0,45.8600,-98.3500,45.8600,-98.3500,0,0,0,0,0,13,0,0,0,EG
756912,2024,05,17,2024-05-17,20:50:00,3,SD,46,0,61.0000,0,0,0,0,45.7600,-98.3100,45.7600,-98.3100,0,0,0,0,0,13,0,0,0,EG
756913,2024,05,17,2024-05-17,20:50:00,3,SD,46,0,61.0000,0,0,0,0,45.7800,-98.3000,45.7800,-98.3000,0,0,0,0,0,13,0,0,0,EG
756914,2024,05,17,2024-05-17,21:25:00,3,MN,27,0,51.0000,0,0,0,0,48.4400,-95.7300,48.4400,-95.7300,0,0,0,0,0,89,0,0,0,MG
756915,2024,05,17,2024-05-17,22:05:00,3,ND,38,0,52.0000,0,0,0,0,47.2100,-97.7900,47.2100,-97.7900,0,0,0,0,0,3,0,0,0,EG
756916,2024,05,17,2024-05-17,22:35:00,3,MN,27,0,52.0000,0,0,0,0,46.6600,-96.7500,46.6600,-96.7500,0,0,0,0,0,27,0,0,0,EG
756917,2024,05,17,2024-05-17,22:55:00,3,MN,27,0,52.0000,0,0,0,0,46.6500,-96.4100,46.6500,-96.4100,0,0,0,0,0,27,0,0,0,EG
756918,2024,05,18,2024-05-18,04:25:00,3,MS,28,0,52.0000,0,0,0,0,34.8300,-90.0400,34.8300,-90.0400,0,0,0,0,0,33,0,0,0,EG
756919,2024,05,18,2024-05-18,04:25:00,3,AR,05,0,54.0000,0,0,5000,0,35.3100,-90.4500,35.3100,-90.4500,0,0,0,0,0,35,0,0,0,EG
756920,2024,05,18,2024-05-18,07:00:00,3,AL,01,0,50.0000,0,0,0,0,31.4800,-85.7400,31.4800,-85.7400,0,0,0,0,0,45,0,0,0,EG
756921,2024,05,18,2024-05-18,07:00:00,3,FL,12,0,55.0000,0,0,0,0,30.7000,-85.9400,30.7000,-85.9400,0,0,0,0,0,131,0,0,0,EG
756922,2024,05,18,2024-05-18,07:07:00,3,AL,01,0,55.0000,0,0,0,0,31.0100,-85.7400,31.0100,-85.7400,0,0,0,0,0,61,0,0,0,EG
756923,2024,05,18,2024-05-18,07:09:00,3,AL,01,0,50.0000,0,0,2000,0,31.4300,-85.5800,31.4300,-85.5800,0,0,0,0,0,45,0,0,0,EG
756924,2024,05,18,2024-05-18,07:20:00,3,AL,01,0,55.0000,0,0,0,0,31.1000,-85.6900,31.1000,-85.6900,0,0,0,0,0,61,0,0,0,EG
756925,2024,05,18,2024-05-18,07:25:00,3,AL,01,0,55.0000,0,0,0,0,31.1000,-85.5900,31.1000,-85.5900,0,0,0,0,0,61,0,0,0,EG
756926,2024,05,18,2024-05-18,07:25:00,3,AL,01,0,55.0000,0,0,50000,0,31.0400,-85.5100,31.0400,-85.5100,0,0,0,0,0,61,0,0,0,EG
756927,2024,05,18,2024-05-18,07:30:00,3,AL,01,0,50.0000,0,0,0,0,31.3400,-85.3300,31.3400,-85.3300,0,0,0,0,0,67,0,0,0,EG
756928,2024,05,18,2024-05-18,07:33:00,3,AL,01,0,50.0000,0,0,0,0,31.3400,-85.4300,31.3400,-85.4300,0,0,0,0,0,45,0,0,0,EG
756929,2024,05,18,2024-05-18,07:46:00,3,AL,01,0,50.0000,0,0,0,0,31.1300,-85.2900,31.1300,-85.2900,0,0,0,0,0,69,0,0,0,EG
756930,2024,05,18,2024-05-18,07:55:00,3,FL,12,0,50.0000,0,0,0,0,30.6600,-85.5900,30.6600,-85.5900,0,0,0,0,0,133,0,0,0,EG
756931,2024,05,18,2024-05-18,07:57:00,3,FL,12,0,50.0000,0,0,0,0,30.8900,-85.3700,30.8900,-85.3700,0,0,0,0,0,63,0,0,0,EG
756932,2024,05,18,2024-05-18,08:34:00,3,FL,12,0,50.0000,0,0,0,0,30.7600,-85.0100,30.7600,-85.0100,0,0,0,0,0,63,0,0,0,EG
756933,2024,05,18,2024-05-18,13:30:00,3,FL,12,0,50.0000,0,0,4000,0,28.8200,-81.7700,28.8200,-81.7700,0,0,0,0,0,69,0,0,0,EG
756934,2024,05,18,2024-05-18,13:35:00,3,FL,12,0,50.0000,0,0,4000,0,28.8700,-81.7800,28.8700,-81.7800,0,0,0,0,0,69,0,0,0,EG
756935,2024,05,18,2024-05-18,14:02:00,3,NC,37,0,55.0000,0,0,7000,0,36.1486,-81.0967,36.1486,-81.0967,0,0,0,0,0,193,0,0,0,EG
756936,2024,05,18,2024-05-18,14:03:00,3,VA,51,0,55.0000,0,0,1500,0,36.7135,-80.7808,36.7135,-80.7808,0,0,0,0,0,35,0,0,0,EG
756937,2024,05,18,2024-05-18,14:10:00,3,AL,01,0,56.0000,0,0,0,0,33.7798,-86.7703,33.7644,-86.6349,0,0,0,0,0,73,0,0,0,EG
756938,2024,05,18,2024-05-18,14:11:00,3,AL,01,0,52.0000,0,0,2000,0,34.6256,-85.9768,34.6256,-85.9768,0,0,0,0,0,71,0,0,0,EG
756939,2024,05,18,2024-05-18,14:40:00,3,AL,01,0,50.0000,0,0,0,0,33.7178,-86.5162,33.7806,-86.4695,0,0,0,0,0,115,0,0,0,EG
756940,2024,05,18,2024-05-18,14:55:00,3,NC,37,0,55.0000,0,0,5000,0,36.2200,-80.5100,36.2200,-80.5100,0,0,0,0,0,197,0,0,0,EG
756941,2024,05,18,2024-05-18,14:56:00,3,NC,37,0,50.0000,0,0,1500,0,36.2288,-80.5876,36.2288,-80.5876,0,0,0,0,0,197,0,0,0,EG
756942,2024,05,18,2024-05-18,16:10:00,3,TN,47,0,52.0000,0,0,0,0,36.4000,-82.8800,36.4000,-82.8800,0,0,0,0,0,73,0,0,0,EG
756943,2024,05,18,2024-05-18,16:12:00,3,TN,47,0,52.0000,0,0,0,0,36.3200,-82.9300,36.3200,-82.9300,0,0,0,0,0,59,0,0,0,EG
756944,2024,05,18,2024-05-18,17:18:00,3,FL,12,0,50.0000,0,0,1000,0,26.5300,-80.0500,26.5300,-80.0500,0,0,0,0,0,99,0,0,0,EG
756945,2024,05,18,2024-05-18,18:27:00,3,AL,01,0,59.0000,0,0,0,0,32.5706,-86.4611,32.5331,-86.4181,0,0,0,0,0,1,0,0,0,EG
756946,2024,05,18,2024-05-18,18:38:00,3,AL,01,0,59.0000,0,0,0,0,32.5297,-86.3904,32.4758,-86.3394,0,0,0,0,0,51,0,0,0,EG
756947,2024,05,18,2024-05-18,20:53:00,3,CO,08,0,64.0000,0,0,0,0,38.0500,-103.5200,38.0500,-103.5200,0,0,0,0,0,89,0,0,0,MG
756948,2024,05,19,2024-05-19,05:09:00,3,NE,31,0,50.0000,0,0,0,0,40.7898,-96.6565,40.7898,-96.6565,0,0,0,0,0,109,0,0,0,EG
756949,2024,05,19,2024-05-19,10:43:00,3,GA,13,0,45.0000,0,0,1000,0,32.7200,-81.6400,32.7200,-81.6400,0,0,0,0,0,251,0,0,0,EG
756950,2024,05,19,2024-05-19,11:15:00,3,GA,13,0,35.0000,0,0,1000,0,32.9400,-82.7500,32.9400,-82.7500,0,0,0,0,0,303,0,0,0,EG
756951,2024,05,19,2024-05-19,11:22:00,3,SC,45,0,59.0000,0,0,0,0,32.4900,-80.7000,32.4900,-80.7000,0,0,0,0,0,13,0,0,0,MG
756952,2024,05,19,2024-05-19,11:27:00,3,SC,45,0,50.0000,0,0,0,0,32.4800,-80.6700,32.4800,-80.6700,0,0,0,0,0,13,0,0,0,EG
756953,2024,05,19,2024-05-19,11:33:00,3,SC,45,0,50.0000,0,0,0,0,32.4600,-80.6400,32.4600,-80.6400,0,0,0,0,0,13,0,0,0,EG
756954,2024,05,19,2024-05-19,11:45:00,3,GA,13,0,45.0000,0,0,1000,0,32.4900,-81.4500,32.4900,-81.4500,0,0,0,0,0,103,0,0,0,EG
756955,2024,05,19,2024-05-19,11:47:00,3,GA,13,0,55.0000,0,0,0,0,32.4800,-81.4100,32.4800,-81.4100,0,0,0,0,0,103,0,0,0,EG
756956,2024,05,19,2024-05-19,11:47:00,3,GA,13,0,55.0000,0,0,0,0,32.4700,-81.4100,32.4700,-81.4100,0,0,0,0,0,103,0,0,0,EG
756957,2024,05,19,2024-05-19,11:51:00,3,SC,45,0,50.0000,0,0,0,0,32.3900,-80.5800,32.3900,-80.5800,0,0,0,0,0,13,0,0,0,EG
756958,2024,05,19,2024-05-19,12:05:00,3,GA,13,0,55.0000,0,0,0,0,32.4500,-81.2400,32.4500,-81.2400,0,0,0,0,0,103,0,0,0,EG
756959,2024,05,19,2024-05-19,12:07:00,3,GA,13,0,55.0000,0,0,0,0,32.4400,-81.2300,32.4400,-81.2300,0,0,0,0,0,103,0,0,0,EG
756960,2024,05,19,2024-05-19,12:08:00,3,GA,13,0,55.0000,0,0,0,0,32.4300,-81.2300,32.4300,-81.2300,0,0,0,0,0,103,0,0,0,EG
756961,2024,05,19,2024-05-19,12:10:00,3,GA,13,0,55.0000,0,0,0,0,32.4100,-81.2300,32.4100,-81.2300,0,0,0,0,0,103,0,0,0,EG
756962,2024,05,19,2024-05-19,14:04:00,3,SC,45,0,45.0000,0,0,1000,0,32.1600,-80.7600,32.1600,-80.7600,0,0,0,0,0,13,0,0,0,EG
756963,2024,05,19,2024-05-19,14:30:00,3,KS,20,0,50.0000,0,0,0,0,38.9300,-99.2200,38.9300,-99.2200,0,0,0,0,0,51,0,0,0,EG
756964,2024,05,19,2024-05-19,14:43:00,3,KS,20,0,71.0000,0,0,0,0,38.8700,-98.8100,38.8700,-98.8100,0,0,0,0,0,167,0,0,0,MG
756965,2024,05,19,2024-05-19,14:47:00,3,CO,08,0,83.0000,0,0,0,0,40.8300,-103.0200,40.8300,-103.0200,0,0,0,0,0,75,0,0,0,EG
756966,2024,05,19,2024-05-19,14:52:00,3,SD,46,0,52.0000,0,0,0,0,43.0300,-102.5600,43.0300,-102.5600,0,0,0,0,0,102,0,0,0,EG
756967,2024,05,19,2024-05-19,14:52:00,3,KS,20,0,61.0000,0,0,0,0,39.0200,-98.3900,39.0200,-98.3900,0,0,0,0,0,105,0,0,0,EG
756968,2024,05,19,2024-05-19,14:58:00,3,TX,48,0,52.0000,0,0,0,0,35.8400,-101.4500,35.8400,-101.4500,0,0,0,0,0,233,0,0,0,MG
756969,2024,05,19,2024-05-19,15:05:00,3,SD,46,0,52.0000,0,0,0,0,43.1800,-102.7500,43.1800,-102.7500,0,0,0,0,0,102,0,0,0,EG
756970,2024,05,19,2024-05-19,15:11:00,3,IA,19,0,53.0000,0,0,0,0,41.4000,-92.9500,41.4000,-92.9500,0,0,0,0,0,125,0,0,0,MG
756971,2024,05,19,2024-05-19,15:15:00,3,KS,20,0,61.0000,0,0,0,0,37.6000,-101.3700,37.6000,-101.3700,0,0,0,0,0,67,0,0,0,MG
756972,2024,05,19,2024-05-19,15:30:00,3,SD,46,0,52.0000,0,0,0,0,43.6100,-103.5900,43.6100,-103.5900,0,0,0,0,0,33,0,0,0,EG
756973,2024,05,19,2024-05-19,15:30:00,3,SD,46,0,52.0000,0,0,0,0,43.7755,-103.5815,43.7755,-103.5815,0,0,0,0,0,33,0,0,0,EG
756974,2024,05,19,2024-05-19,15:40:00,3,SD,46,0,52.0000,0,0,0,0,43.8400,-103.3300,43.8400,-103.3300,0,0,0,0,0,33,0,0,0,EG
756975,2024,05,19,2024-05-19,15:41:00,3,IA,19,0,51.0000,0,0,0,0,41.4700,-92.6500,41.4700,-92.6500,0,0,0,0,0,123,0,0,0,MG
756976,2024,05,19,2024-05-19,15:45:00,3,IL,17,0,52.0000,0,0,0,0,40.2500,-88.3700,40.2500,-88.3700,0,0,0,0,0,19,0,0,0,EG
756977,2024,05,19,2024-05-19,15:48:00,3,KS,20,0,57.0000,0,0,0,0,37.1000,-100.8100,37.1000,-100.8100,0,0,0,0,0,175,0,0,0,MG
756978,2024,05,19,2024-05-19,15:49:00,3,KS,20,0,52.0000,0,0,0,0,38.8800,-98.1700,38.8800,-98.1700,0,0,0,0,0,105,0,0,0,EG
756979,2024,05,19,2024-05-19,15:50:00,3,KS,20,0,52.0000,0,0,0,0,37.9600,-100.8700,37.9600,-100.8700,0,0,0,0,0,55,0,0,0,MG
756980,2024,05,19,2024-05-19,15:53:00,3,KS,20,0,52.0000,0,0,0,0,38.8100,-98.2300,38.8100,-98.2300,0,0,0,0,0,53,0,0,0,EG
756981,2024,05,19,2024-05-19,15:54:00,3,KS,20,0,64.0000,0,0,0,0,37.9200,-100.7200,37.9200,-100.7200,0,0,0,0,0,55,0,0,0,MG
756982,2024,05,19,2024-05-19,16:00:00,3,IN,18,0,50.0000,0,0,0,0,40.6223,-87.3101,40.6223,-87.3101,0,0,0,0,0,7,0,0,0,EG
756983,2024,05,19,2024-05-19,16:01:00,3,KS,20,0,53.0000,0,0,0,0,37.3600,-100.6000,37.3600,-100.6000,0,0,0,0,0,119,0,0,0,MG
756984,2024,05,19,2024-05-19,16:26:00,3,KS,20,0,50.0000,0,0,0,0,37.7700,-99.9700,37.7700,-99.9700,0,0,0,0,0,57,0,0,0,MG
756985,2024,05,19,2024-05-19,16:30:00,3,KS,20,0,52.0000,0,0,0,0,39.0100,-97.8700,39.0100,-97.8700,0,0,0,0,0,143,0,0,0,MG
756986,2024,05,19,2024-05-19,16:32:00,3,SD,46,0,70.0000,0,0,0,0,44.6600,-101.1400,44.6600,-101.1400,0,0,0,0,0,117,0,0,0,EG
756987,2024,05,19,2024-05-19,16:35:00,3,SD,46,0,52.0000,0,0,0,0,43.4600,-102.9700,43.4600,-102.9700,0,0,0,0,0,102,0,0,0,EG
756988,2024,05,19,2024-05-19,16:37:00,3,NE,31,0,56.0000,0,0,0,0,40.6300,-96.7500,40.6300,-96.7500,0,0,0,0,0,109,0,0,0,MG
756989,2024,05,19,2024-05-19,16:37:00,3,KS,20,0,52.0000,0,0,0,0,38.9700,-97.7500,38.9700,-97.7500,0,0,0,0,0,143,0,0,0,EG
756990,2024,05,19,2024-05-19,16:39:00,3,KS,20,0,78.0000,0,0,0,0,37.2800,-100.0600,37.2800,-100.0600,0,0,0,0,0,25,0,0,0,MG
756991,2024,05,19,2024-05-19,16:44:00,3,SD,46,0,54.0000,0,0,0,0,44.1007,-102.4927,44.1007,-102.4927,0,0,0,0,0,103,0,0,0,MG
756992,2024,05,19,2024-05-19,16:45:00,3,KS,20,0,50.0000,0,0,0,0,37.7800,-99.6100,37.7800,-99.6100,0,0,0,0,0,57,0,0,0,EG
756993,2024,05,19,2024-05-19,16:45:00,3,KS,20,0,65.0000,0,0,0,0,38.0000,-99.6400,38.0000,-99.6400,0,0,0,0,0,83,0,0,0,EG
756994,2024,05,19,2024-05-19,16:52:00,3,SD,46,0,56.0000,0,0,0,0,44.6900,-100.8000,44.6900,-100.8000,0,0,0,0,0,117,0,0,0,EG
756995,2024,05,19,2024-05-19,16:53:00,3,KS,20,0,52.0000,0,0,0,0,37.5100,-99.8100,37.5100,-99.8100,0,0,0,0,0,57,0,0,0,MG
756996,2024,05,19,2024-05-19,16:59:00,3,KS,20,0,87.0000,0,0,0,0,38.7900,-97.6500,38.7900,-97.6500,0,0,0,0,0,169,0,0,0,MG
756997,2024,05,19,2024-05-19,17:00:00,3,SD,46,0,52.0000,0,0,0,0,44.1200,-102.3300,44.1200,-102.3300,0,0,0,0,0,103,0,0,0,EG
756998,2024,05,19,2024-05-19,17:12:00,3,OK,40,0,65.0000,0,0,0,0,35.7435,-99.6614,35.7435,-99.6614,0,0,0,0,0,129,0,0,0,MG
756999,2024,05,19,2024-05-19,17:15:00,3,KS,20,0,51.0000,0,0,0,0,37.9300,-99.1100,37.9300,-99.1100,0,0,0,0,0,47,0,0,0,MG
757000,2024,05,19,2024-05-19,17:15:00,3,SD,46,0,54.0000,0,0,0,0,43.9700,-102.0100,43.9700,-102.0100,0,0,0,0,0,71,0,0,0,MG
