om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt,edat,etime
2505181645-01,2025,05,18,2025-05-18,16:45:00,3,KS,20,0,52.0000,0,0,0,0,39.0000,-101.3900,39.0000,-101.3900,0,0,0,0,0,109,0,0,0,EG,2025-05-18,16:45:00
2505181653-01,2025,05,18,2025-05-18,16:53:00,3,CO,08,0,55.0000,0,0,0,0,40.7400,-102.5600,40.7400,-102.5600,0,0,0,0,0,95,0,0,0,MG,2025-05-18,16:53:00
2505181703-01,2025,05,18,2025-05-18,17:03:00,3,CO,08,0,61.0000,0,0,0,0,40.8300,-102.4500,40.8300,-102.4500,0,0,0,0,0,115,0,0,0,MG,2025-05-18,17:04:00
2505181705-01,2025,05,18,2025-05-18,17:05:00,3,NE,31,0,60.0000,0,0,0,0,41.8700,-103.6600,41.8700,-103.6600,0,0,0,0,0,157,0,0,0,MG,2025-05-18,17:05:00
2505181706-01,2025,05,18,2025-05-18,17:06:00,3,NE,31,0,60.0000,0,0,0,0,41.8700,-103.7400,41.8700,-103.7400,0,0,0,0,0,157,0,0,0,MG,2025-05-18,17:06:00
2505181716-01,2025,05,18,2025-05-18,17:16:00,3,NE,31,0,62.0000,0,0,0,0,41.8700,-103.6600,41.8700,-103.6600,0,0,0,0,0,157,0,0,0,MG,2025-05-18,17:16:00
2505181719-01,2025,05,18,2025-05-18,17:19:00,3,KS,20,0,55.0000,0,0,0,0,39.9023,-101.4375,39.9023,-101.4375,0,0,0,0,0,23,0,0,0,MG,2025-05-18,17:19:00
2505181727-01,2025,05,18,2025-05-18,17:27:00,3,NE,31,0,54.0000,0,0,0,0,40.2200,-98.9900,40.2200,-98.9900,0,0,0,0,0,61,0,0,0,MG,2025-05-18,17:27:00
2505181739-01,2025,05,18,2025-05-18,17:39:00,3,NE,31,0,53.0000,0,0,0,0,41.2400,-102.4400,41.2400,-102.4400,0,0,0,0,0,69,0,0,0,MG,2025-05-18,17:39:00
2505181751-01,2025,05,18,2025-05-18,17:51:00,3,NE,31,0,104.0000,0,0,40000,0,40.1770,-101.2919,40.1770,-101.2919,0,0,0,0,0,87,0,0,0,EG,2025-05-18,17:51:00
2505181753-01,2025,05,18,2025-05-18,17:53:00,3,CO,08,0,53.0000,0,0,0,0,39.2385,-102.2835,39.2385,-102.2835,0,0,0,0,0,63,0,0,0,MG,2025-05-18,17:53:00
2505181758-01,2025,05,18,2025-05-18,17:58:00,3,NE,31,0,87.0000,0,0,75000,0,40.2069,-101.2689,40.2069,-101.2689,0,0,0,0,0,87,0,0,0,EG,2025-05-18,17:59:00
2505181803-01,2025,05,18,2025-05-18,18:03:00,3,NE,31,0,59.0000,0,0,0,0,40.6338,-99.5767,40.6338,-99.5767,0,0,0,0,0,137,0,0,0,MG,2025-05-18,18:03:00
2505181810-01,2025,05,18,2025-05-18,18:10:00,3,NE,31,0,64.0000,0,0,80000,0,40.2778,-101.2666,40.2778,-101.2666,0,0,0,0,0,87,0,0,0,EG,2025-05-18,18:10:00
2505181810-02,2025,05,18,2025-05-18,18:10:00,3,NE,31,0,104.0000,0,0,180000,0,40.2595,-101.2459,40.2595,-101.2459,0,0,0,0,0,87,0,0,0,EG,2025-05-18,18:10:00
2505181833-01,2025,05,18,2025-05-18,18:33:00,3,TX,48,0,65.0000,0,0,2000,0,32.5616,-98.4332,32.5616,-98.4332,0,0,0,0,0,363,0,0,0,EG,2025-05-18,18:33:00
2505181855-01,2025,05,18,2025-05-18,18:55:00,3,KS,20,0,55.0000,0,0,0,0,39.5500,-97.6500,39.5500,-97.6500,0,0,0,0,0,29,0,0,0,MG,2025-05-18,18:56:00
2505181900-01,2025,05,18,2025-05-18,19:00:00,3,NE,31,0,53.0000,0,0,0,0,40.5500,-101.0300,40.5500,-101.0300,0,0,0,0,0,85,0,0,0,MG,2025-05-18,19:00:00
2505181900-02,2025,05,18,2025-05-18,19:00:00,3,TX,48,0,70.0000,0,0,20000,0,32.6000,-98.2200,32.6133,-98.1338,0,0,0,0,0,363,0,0,0,EG,2025-05-18,19:20:00
2505181904-01,2025,05,18,2025-05-18,19:04:00,3,KS,20,0,52.0000,0,0,0,0,39.2200,-97.1500,39.2200,-97.1500,0,0,0,0,0,27,0,0,0,EG,2025-05-18,19:05:00
2505181905-01,2025,05,18,2025-05-18,19:05:00,3,KS,20,0,78.0000,0,0,10000,0,39.2000,-100.5200,39.2000,-100.5200,0,0,0,0,0,179,0,0,0,EG,2025-05-18,19:05:00
2505181920-01,2025,05,18,2025-05-18,19:20:00,3,NE,31,0,56.0000,0,0,0,0,41.0100,-98.7800,41.0100,-98.7800,0,0,0,0,0,19,0,0,0,MG,2025-05-18,19:20:00
2505181927-01,2025,05,18,2025-05-18,19:27:00,3,AR,05,0,50.0000,0,0,0,0,35.2100,-91.7500,35.2100,-91.7500,0,0,0,0,0,145,0,0,0,EG,2025-05-18,19:27:00
2505181935-01,2025,05,18,2025-05-18,19:35:00,3,TX,48,0,65.0000,0,0,5000,0,32.5851,-98.0461,32.5851,-98.0461,0,0,0,0,0,367,0,0,0,EG,2025-05-18,19:35:00
2505181944-01,2025,05,18,2025-05-18,19:44:00,3,NE,31,0,104.0000,0,0,350000,0,40.1230,-101.3060,40.1390,-101.2670,0,0,0,0,0,87,0,0,0,EG,2025-05-18,19:48:00
2505182018-01,2025,05,18,2025-05-18,20:18:00,3,AR,05,0,52.0000,0,0,50000,0,34.9700,-90.7800,34.9700,-90.7800,0,0,0,0,0,123,0,0,0,EG,2025-05-18,20:23:00
2505182029-01,2025,05,18,2025-05-18,20:29:00,3,NE,31,0,65.0000,0,0,1000000,0,40.3300,-97.8800,40.3300,-97.8800,0,0,0,0,0,129,0,0,0,EG,2025-05-18,20:29:00
2505182029-02,2025,05,18,2025-05-18,20:29:00,3,NE,31,0,61.0000,0,0,500000,0,40.3500,-97.9000,40.3500,-97.9000,0,0,0,0,0,129,0,0,0,EG,2025-05-18,20:29:00
2505182030-01,2025,05,18,2025-05-18,20:30:00,3,TX,48,0,61.0000,0,0,4000,0,33.1700,-97.0900,33.1700,-97.0900,0,0,0,0,0,121,0,0,0,EG,2025-05-18,20:30:00
2505182040-01,2025,05,18,2025-05-18,20:40:00,3,NE,31,0,55.0000,0,0,0,0,41.1100,-100.6200,41.1100,-100.6200,0,0,0,0,0,111,0,0,0,MG,2025-05-18,20:40:00
2505182049-01,2025,05,18,2025-05-18,20:49:00,3,TX,48,0,58.0000,0,0,0,0,33.2300,-97.1300,33.2300,-97.1300,0,0,0,0,0,121,0,0,0,MG,2025-05-18,20:49:00
2505182056-01,2025,05,18,2025-05-18,20:56:00,3,AR,05,0,52.0000,0,0,40000,0,34.9200,-90.3100,34.9200,-90.3100,0,0,0,0,0,35,0,0,0,EG,2025-05-18,21:01:00
2505182105-01,2025,05,18,2025-05-18,21:05:00,3,MS,28,0,52.0000,0,0,160000,0,34.8200,-90.2700,34.8200,-90.2700,0,0,0,0,0,143,0,0,0,EG,2025-05-18,21:10:00
2505182105-02,2025,05,18,2025-05-18,21:05:00,3,MS,28,0,52.0000,0,0,500,0,34.7500,-90.3600,34.7500,-90.3600,0,0,0,0,0,143,0,0,0,EG,2025-05-18,21:10:00
2505182108-01,2025,05,18,2025-05-18,21:08:00,3,MS,28,0,60.0000,0,0,30000,0,34.9000,-90.2000,34.9000,-90.2000,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:13:00
2505182109-01,2025,05,18,2025-05-18,21:09:00,3,MS,28,0,58.0000,0,0,8000,0,34.8800,-90.1500,34.8800,-90.1500,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:14:00
2505182115-01,2025,05,18,2025-05-18,21:15:00,3,NE,31,0,52.0000,0,0,0,0,40.9700,-98.3100,40.9700,-98.3100,0,0,0,0,0,79,0,0,0,MG,2025-05-18,21:15:00
2505182118-01,2025,05,18,2025-05-18,21:18:00,3,MS,28,0,74.0000,0,0,30000,0,34.8300,-90.0000,34.8300,-89.9700,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:24:00
2505182120-01,2025,05,18,2025-05-18,21:20:00,3,MS,28,0,60.0000,0,0,15000,0,34.9300,-90.1700,34.9300,-90.1700,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:25:00
2505182120-02,2025,05,18,2025-05-18,21:20:00,3,MS,28,0,60.0000,1,0,25000,0,34.8800,-90.0000,34.8800,-90.0000,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:25:00
2505182123-01,2025,05,18,2025-05-18,21:23:00,3,MS,28,0,60.0000,0,0,5000,0,34.8500,-89.9900,34.8500,-89.9900,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:28:00
2505182123-02,2025,05,18,2025-05-18,21:23:00,3,MS,28,0,60.0000,0,0,20000,0,34.8900,-90.0800,34.8900,-90.0800,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:28:00
2505182130-01,2025,05,18,2025-05-18,21:30:00,3,MS,28,0,70.0000,0,0,8000,0,34.8100,-89.9200,34.8100,-89.9200,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:35:00
2505182131-01,2025,05,18,2025-05-18,21:31:00,3,NE,31,0,50.0000,0,0,0,0,40.8200,-98.6100,40.8200,-98.6100,0,0,0,0,0,79,0,0,0,MG,2025-05-18,21:31:00
2505182133-01,2025,05,18,2025-05-18,21:33:00,3,NE,31,0,53.0000,0,0,0,0,40.8000,-98.6600,40.8000,-98.6600,0,0,0,0,0,79,0,0,0,MG,2025-05-18,21:33:00
2505182134-01,2025,05,18,2025-05-18,21:34:00,3,MS,28,0,60.0000,0,0,1000,0,34.8900,-89.9000,34.8900,-89.9000,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:39:00
2505182139-01,2025,05,18,2025-05-18,21:39:00,3,MS,28,0,70.0000,0,0,8000,0,34.8000,-89.8200,34.8000,-89.8200,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:44:00
2505182140-01,2025,05,18,2025-05-18,21:40:00,3,MS,28,0,60.0000,0,0,1000,0,34.9600,-89.9000,34.9600,-89.9000,0,0,0,0,0,33,0,0,0,EG,2025-05-18,21:45:00
2505182145-01,2025,05,18,2025-05-18,21:45:00,3,MS,28,0,58.0000,0,0,1000,0,34.8300,-89.7100,34.8300,-89.7100,0,0,0,0,0,93,0,0,0,EG,2025-05-18,21:50:00
2505182148-01,2025,05,18,2025-05-18,21:48:00,3,NE,31,0,58.0000,0,0,0,0,41.5400,-99.8800,41.5400,-99.8800,0,0,0,0,0,41,0,0,0,MG,2025-05-18,21:48:00
2505182200-01,2025,05,18,2025-05-18,22:00:00,3,MS,28,0,60.0000,0,0,20000,0,34.8400,-89.6000,34.8400,-89.6000,0,0,0,0,0,93,0,0,0,EG,2025-05-18,22:05:00
2505182230-01,2025,05,18,2025-05-18,22:30:00,3,NE,31,0,59.0000,0,0,0,0,40.9700,-99.5800,40.9700,-99.5800,0,0,0,0,0,47,0,0,0,MG,2025-05-18,22:30:00
2505182232-01,2025,05,18,2025-05-18,22:32:00,3,MS,28,0,60.0000,0,0,2000,0,34.6300,-89.1800,34.6300,-89.1800,0,0,0,0,0,9,0,0,0,EG,2025-05-18,22:37:00
2505182233-01,2025,05,18,2025-05-18,22:33:00,3,MS,28,0,60.0000,0,0,8000,0,34.6200,-89.1900,34.6200,-89.1900,0,0,0,0,0,9,0,0,0,EG,2025-05-18,22:38:00
2505182237-01,2025,05,18,2025-05-18,22:37:00,3,NE,31,0,52.0000,0,0,0,0,40.9300,-99.3900,40.9300,-99.3900,0,0,0,0,0,19,0,0,0,EG,2025-05-18,22:37:00
2505182250-01,2025,05,18,2025-05-18,22:50:00,3,MS,28,0,52.0000,0,0,50000,0,34.6700,-88.2500,34.6700,-88.2500,0,0,0,0,0,141,0,0,0,EG,2025-05-18,22:55:00
2505182315-01,2025,05,18,2025-05-18,23:15:00,3,MS,28,0,52.0000,0,0,5000,0,34.7700,-88.1300,34.7700,-88.1300,0,0,0,0,0,141,0,0,0,EG,2025-05-18,23:20:00
2505182318-01,2025,05,18,2025-05-18,23:18:00,3,NE,31,0,52.0000,0,0,0,0,40.9100,-96.8700,40.9100,-96.8700,0,0,0,0,0,109,0,0,0,EG,2025-05-18,23:18:00
2505190019-01,2025,05,19,2025-05-19,00:19:00,3,AL,01,0,43.0000,0,0,1000,0,34.8677,-88.0869,34.8677,-88.0869,0,0,0,0,0,33,0,0,0,EG,2025-05-19,00:19:00
2505190100-01,2025,05,19,2025-05-19,01:00:00,3,AL,01,0,43.0000,0,0,1000,0,34.6759,-87.7131,34.6759,-87.7131,0,0,0,0,0,33,0,0,0,EG,2025-05-19,01:00:00
2505190209-01,2025,05,19,2025-05-19,02:09:00,3,AL,01,0,43.0000,0,0,2000,0,34.4607,-87.0422,34.4607,-87.0422,0,0,0,0,0,103,0,0,0,EG,2025-05-19,02:09:00
2505190224-01,2025,05,19,2025-05-19,02:24:00,3,AL,01,0,43.0000,0,0,2000,0,34.4663,-86.9024,34.4663,-86.9024,0,0,0,0,0,103,0,0,0,EG,2025-05-19,02:24:00
2505190230-01,2025,05,19,2025-05-19,02:30:00,3,NE,31,0,52.0000,0,0,0,0,41.6800,-97.1400,41.6800,-97.1400,0,0,0,0,0,37,0,0,0,EG,2025-05-19,02:30:00
2505190234-01,2025,05,19,2025-05-19,02:34:00,3,AL,01,0,43.0000,0,0,2000,0,34.4728,-86.7921,34.4728,-86.7921,0,0,0,0,0,103,0,0,0,EG,2025-05-19,02:34:00
2505190245-01,2025,05,19,2025-05-19,02:45:00,3,AL,01,0,43.0000,0,0,2000,0,34.5025,-86.7241,34.5025,-86.7241,0,0,0,0,0,103,0,0,0,EG,2025-05-19,02:45:00
2505190309-01,2025,05,19,2025-05-19,03:09:00,3,AL,01,0,52.0000,0,0,2000,0,34.3844,-86.5193,34.3844,-86.5193,0,0,0,0,0,95,0,0,0,EG,2025-05-19,03:09:00
2505191212-01,2025,05,19,2025-05-19,12:12:00,3,NM,35,0,53.0000,0,0,0,0,35.0000,-105.6700,35.0000,-105.6700,0,0,0,0,0,57,0,0,0,MG,2025-05-19,12:14:00
2505191240-01,2025,05,19,2025-05-19,12:40:00,3,NM,35,0,56.0000,0,0,0,0,34.4800,-105.0800,34.4800,-105.0800,0,0,0,0,0,19,0,0,0,MG,2025-05-19,12:42:00
2505191337-01,2025,05,19,2025-05-19,13:37:00,3,NM,35,0,43.0000,0,0,0,200,35.2600,-106.6000,35.2600,-106.6000,0,0,0,0,0,43,0,0,0,EG,2025-05-19,13:40:00
2505191337-02,2025,05,19,2025-05-19,13:37:00,3,NM,35,0,43.0000,0,0,0,500,35.2300,-106.6000,35.2300,-106.6000,0,0,0,0,0,43,0,0,0,EG,2025-05-19,13:40:00
2505191337-03,2025,05,19,2025-05-19,13:37:00,3,NM,35,0,43.0000,0,0,0,200,35.2200,-106.6300,35.2200,-106.6300,0,0,0,0,0,43,0,0,0,EG,2025-05-19,13:40:00
2505191337-04,2025,05,19,2025-05-19,13:37:00,3,NM,35,0,43.0000,0,0,500,0,35.2400,-106.6200,35.2400,-106.6200,0,0,0,0,0,43,0,0,0,EG,2025-05-19,13:40:00
2505191348-01,2025,05,19,2025-05-19,13:48:00,3,KS,20,0,52.0000,0,0,5000,0,37.2400,-95.0300,37.2400,-95.0300,0,0,0,0,0,21,0,0,0,EG,2025-05-19,13:48:00
2505191350-01,2025,05,19,2025-05-19,13:50:00,3,KS,20,0,52.0000,0,0,5000,0,37.3500,-95.0200,37.3500,-95.0200,0,0,0,0,0,37,0,0,0,EG,2025-05-19,13:50:00
2505191356-01,2025,05,19,2025-05-19,13:56:00,3,OK,40,0,55.0000,0,0,0,0,34.7683,-96.6640,34.7683,-96.6640,0,0,0,0,0,123,0,0,0,MG,2025-05-19,13:56:00
2505191401-01,2025,05,19,2025-05-19,14:01:00,3,KS,20,0,52.0000,0,0,0,0,37.4300,-94.9800,37.4300,-94.9800,0,0,0,0,0,37,0,0,0,EG,2025-05-19,14:01:00
2505191421-01,2025,05,19,2025-05-19,14:21:00,3,NM,35,0,51.0000,0,0,0,0,34.7400,-106.0900,34.7400,-106.0900,0,0,0,0,0,57,0,0,0,MG,2025-05-19,14:23:00
2505191425-01,2025,05,19,2025-05-19,14:25:00,3,SC,45,0,52.0000,0,0,0,0,33.2682,-80.8604,33.2682,-80.8604,0,0,0,0,0,75,0,0,0,EG,2025-05-19,14:26:00
2505191425-02,2025,05,19,2025-05-19,14:25:00,3,SC,45,0,52.0000,0,0,0,0,33.2505,-80.8075,33.2505,-80.8075,0,0,0,0,0,75,0,0,0,EG,2025-05-19,14:26:00
2505191428-01,2025,05,19,2025-05-19,14:28:00,3,OK,40,0,61.0000,0,0,0,0,34.9600,-96.3400,34.9600,-96.3400,0,0,0,0,0,63,0,0,0,EG,2025-05-19,14:28:00
2505191436-01,2025,05,19,2025-05-19,14:36:00,3,NM,35,0,51.0000,0,0,0,0,35.0000,-105.6700,35.0000,-105.6700,0,0,0,0,0,57,0,0,0,MG,2025-05-19,14:38:00
2505191442-01,2025,05,19,2025-05-19,14:42:00,3,KS,20,0,56.0000,0,0,0,0,38.2200,-94.7100,38.2200,-94.7100,0,0,0,0,0,107,0,0,0,EG,2025-05-19,14:43:00
2505191445-01,2025,05,19,2025-05-19,14:45:00,3,KS,20,0,52.0000,0,0,0,0,38.3600,-94.8000,38.3600,-94.8000,0,0,0,0,0,107,0,0,0,EG,2025-05-19,14:46:00
2505191445-02,2025,05,19,2025-05-19,14:45:00,3,MO,29,0,52.0000,0,0,0,0,38.1800,-94.5800,38.1800,-94.5800,0,0,0,0,0,13,0,0,0,EG,2025-05-19,14:47:00
2505191450-01,2025,05,19,2025-05-19,14:50:00,3,SC,45,0,50.0000,0,0,0,0,33.1632,-80.6573,33.1632,-80.6573,0,0,0,0,0,35,0,0,0,EG,2025-05-19,14:51:00
2505191453-01,2025,05,19,2025-05-19,14:53:00,3,KS,20,0,55.0000,0,0,0,0,38.8700,-94.6800,38.8700,-94.6800,0,0,0,0,0,91,0,0,0,MG,2025-05-19,14:54:00
2505191455-01,2025,05,19,2025-05-19,14:55:00,3,OK,40,0,56.0000,0,0,0,0,35.9971,-96.1179,35.9971,-96.1179,0,0,0,0,0,37,0,0,0,EG,2025-05-19,14:55:00
2505191457-01,2025,05,19,2025-05-19,14:57:00,3,SC,45,0,50.0000,0,0,0,0,33.1360,-80.5775,33.1360,-80.5775,0,0,0,0,0,35,0,0,0,EG,2025-05-19,14:58:00
2505191458-01,2025,05,19,2025-05-19,14:58:00,3,KS,20,0,52.0000,0,0,0,0,38.4800,-94.6800,38.4800,-94.6800,0,0,0,0,0,121,0,0,0,EG,2025-05-19,14:59:00
2505191500-01,2025,05,19,2025-05-19,15:00:00,3,KS,20,0,52.0000,0,0,0,0,38.6200,-94.7700,38.6200,-94.7700,0,0,0,0,0,121,0,0,0,EG,2025-05-19,15:01:00
2505191501-01,2025,05,19,2025-05-19,15:01:00,3,KS,20,0,52.0000,0,0,0,0,38.6100,-94.7400,38.6100,-94.7400,0,0,0,0,0,121,0,0,0,EG,2025-05-19,15:02:00
2505191501-02,2025,05,19,2025-05-19,15:01:00,3,SC,45,0,50.0000,0,0,0,0,33.0980,-80.5624,33.0980,-80.5624,0,0,0,0,0,35,0,0,0,EG,2025-05-19,15:02:00
2505191502-01,2025,05,19,2025-05-19,15:02:00,3,OK,40,0,65.0000,0,0,0,0,36.0400,-96.0500,36.0400,-96.0500,0,0,0,0,0,37,0,0,0,EG,2025-05-19,15:02:00
2505191504-01,2025,05,19,2025-05-19,15:04:00,3,KS,20,0,56.0000,0,0,0,0,38.6200,-94.6800,38.6200,-94.6800,0,0,0,0,0,121,0,0,0,EG,2025-05-19,15:05:00
2505191504-02,2025,05,19,2025-05-19,15:04:00,3,KS,20,0,52.0000,0,0,0,0,38.6700,-94.7700,38.6700,-94.7700,0,0,0,0,0,121,0,0,0,EG,2025-05-19,15:05:00
2505191505-01,2025,05,19,2025-05-19,15:05:00,3,KS,20,0,56.0000,0,0,0,0,38.6200,-94.7700,38.6200,-94.7700,0,0,0,0,0,121,0,0,0,EG,2025-05-19,15:06:00
2505191505-02,2025,05,19,2025-05-19,15:05:00,3,NM,35,0,58.0000,0,0,0,0,34.4800,-105.0800,34.4800,-105.0800,0,0,0,0,0,19,0,0,0,MG,2025-05-19,15:35:00
2505191506-01,2025,05,19,2025-05-19,15:06:00,3,OK,40,0,56.0000,0,0,0,0,36.2000,-95.8800,36.2000,-95.8800,0,0,0,0,0,143,0,0,0,MG,2025-05-19,15:06:00
2505191508-01,2025,05,19,2025-05-19,15:08:00,3,KS,20,0,52.0000,0,0,0,0,38.9000,-94.8300,38.9000,-94.8300,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:09:00
2505191510-01,2025,05,19,2025-05-19,15:10:00,3,NM,35,0,54.0000,0,0,0,0,34.9800,-104.9900,34.9800,-104.9900,0,0,0,0,0,19,0,0,0,MG,2025-05-19,15:20:00
2505191510-02,2025,05,19,2025-05-19,15:10:00,3,KS,20,0,56.0000,0,0,0,0,38.7500,-94.9100,38.7500,-94.9100,0,0,0,0,0,91,0,0,0,MG,2025-05-19,15:11:00
2505191511-01,2025,05,19,2025-05-19,15:11:00,3,NM,35,0,52.0000,0,0,0,0,34.6300,-105.1500,34.6300,-105.1500,0,0,0,0,0,19,0,0,0,MG,2025-05-19,15:13:00
2505191512-01,2025,05,19,2025-05-19,15:12:00,3,KS,20,0,52.0000,0,0,0,0,38.7100,-94.6700,38.7100,-94.6700,0,0,0,0,0,121,0,0,0,EG,2025-05-19,15:13:00
2505191512-02,2025,05,19,2025-05-19,15:12:00,3,KS,20,0,52.0000,0,0,0,0,38.8600,-94.8500,38.8600,-94.8500,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:13:00
2505191512-03,2025,05,19,2025-05-19,15:12:00,3,KS,20,0,52.0000,0,0,0,0,38.8393,-94.6487,38.8393,-94.6487,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:13:00
2505191512-04,2025,05,19,2025-05-19,15:12:00,3,MO,29,0,52.0000,0,0,0,0,38.6800,-94.5900,38.6800,-94.5900,0,0,0,0,0,37,0,0,0,EG,2025-05-19,15:14:00
2505191513-01,2025,05,19,2025-05-19,15:13:00,3,OK,40,0,56.0000,0,0,0,0,36.1188,-95.9224,36.1188,-95.9224,0,0,0,0,0,143,0,0,0,EG,2025-05-19,15:13:00
2505191516-01,2025,05,19,2025-05-19,15:16:00,3,KS,20,0,65.0000,0,0,0,0,38.8500,-94.7400,38.8500,-94.7400,0,0,0,0,0,91,0,0,0,MG,2025-05-19,15:17:00
2505191517-01,2025,05,19,2025-05-19,15:17:00,3,KS,20,0,56.0000,0,0,0,0,38.9667,-94.7079,38.9667,-94.7079,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:18:00
2505191517-02,2025,05,19,2025-05-19,15:17:00,3,KS,20,0,60.0000,0,0,0,0,38.8600,-94.7300,38.8600,-94.7300,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:18:00
2505191517-03,2025,05,19,2025-05-19,15:17:00,3,KS,20,0,52.0000,0,0,0,0,38.9700,-94.7800,38.9700,-94.7800,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:18:00
2505191519-01,2025,05,19,2025-05-19,15:19:00,3,KS,20,0,52.0000,0,0,0,0,38.8800,-94.8100,38.8800,-94.8100,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:20:00
2505191520-01,2025,05,19,2025-05-19,15:20:00,3,MO,29,0,52.0000,0,0,0,0,38.8400,-94.5900,38.8400,-94.5900,0,0,0,0,0,37,0,0,0,EG,2025-05-19,15:22:00
2505191520-02,2025,05,19,2025-05-19,15:20:00,3,KS,20,0,52.0000,0,0,0,0,38.9000,-94.7500,38.9000,-94.7500,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:21:00
2505191520-03,2025,05,19,2025-05-19,15:20:00,3,MO,29,0,52.0000,0,0,0,0,38.8200,-94.5300,38.8200,-94.5300,0,0,0,0,0,37,0,0,0,EG,2025-05-19,15:22:00
2505191521-01,2025,05,19,2025-05-19,15:21:00,3,MO,29,0,61.0000,0,0,0,0,38.8000,-94.5500,38.8000,-94.5500,0,0,0,0,0,37,0,0,0,EG,2025-05-19,15:23:00
2505191521-02,2025,05,19,2025-05-19,15:21:00,3,MO,29,0,61.0000,0,0,0,0,38.8200,-94.5300,38.8200,-94.5300,0,0,0,0,0,37,0,0,0,EG,2025-05-19,15:23:00
2505191523-01,2025,05,19,2025-05-19,15:23:00,3,NE,31,0,52.0000,0,0,0,0,41.6100,-97.4600,41.6100,-97.4600,0,0,0,0,0,141,0,0,0,EG,2025-05-19,15:23:00
2505191523-02,2025,05,19,2025-05-19,15:23:00,3,KS,20,0,52.0000,0,0,0,0,39.0000,-94.6400,39.0000,-94.6400,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:24:00
2505191523-03,2025,05,19,2025-05-19,15:23:00,3,KS,20,0,52.0000,0,0,0,0,38.9700,-94.6500,38.9700,-94.6500,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:24:00
2505191523-04,2025,05,19,2025-05-19,15:23:00,3,MO,29,0,52.0000,0,0,0,0,38.8900,-94.5900,38.8900,-94.5900,0,0,0,0,0,95,0,0,0,EG,2025-05-19,15:25:00
2505191523-05,2025,05,19,2025-05-19,15:23:00,3,MO,29,0,52.0000,0,0,0,0,38.9300,-94.5700,38.9300,-94.5700,0,0,0,0,0,95,0,0,0,EG,2025-05-19,15:25:00
2505191523-06,2025,05,19,2025-05-19,15:23:00,3,MO,29,0,56.0000,0,0,0,0,38.8000,-94.4500,38.8000,-94.4500,0,0,0,0,0,37,0,0,0,EG,2025-05-19,15:25:00
2505191525-01,2025,05,19,2025-05-19,15:25:00,3,KS,20,0,52.0000,0,0,0,0,39.1200,-94.6700,39.1200,-94.6700,0,0,0,0,0,209,0,0,0,EG,2025-05-19,15:26:00
2505191525-02,2025,05,19,2025-05-19,15:25:00,3,OK,40,0,58.0000,0,0,0,0,36.4153,-96.0371,36.4153,-96.0371,0,0,0,0,0,113,0,0,0,MG,2025-05-19,15:25:00
2505191526-01,2025,05,19,2025-05-19,15:26:00,3,KS,20,0,66.0000,0,0,0,0,38.8500,-94.7300,38.8500,-94.7300,0,0,0,0,0,91,0,0,0,MG,2025-05-19,15:27:00
2505191527-01,2025,05,19,2025-05-19,15:27:00,3,KS,20,0,52.0000,0,0,0,0,39.0500,-94.7000,39.0500,-94.7000,0,0,0,0,0,209,0,0,0,EG,2025-05-19,15:28:00
2505191527-02,2025,05,19,2025-05-19,15:27:00,3,MO,29,0,56.0000,0,0,0,0,39.0800,-94.5700,39.0800,-94.5700,0,0,0,0,0,95,0,0,0,EG,2025-05-19,15:29:00
2505191527-03,2025,05,19,2025-05-19,15:27:00,3,MO,29,0,52.0000,0,0,0,0,39.2000,-94.6900,39.2000,-94.6900,0,0,0,0,0,165,0,0,0,EG,2025-05-19,15:29:00
2505191527-04,2025,05,19,2025-05-19,15:27:00,3,MO,29,0,52.0000,0,0,0,0,39.0200,-94.5800,39.0200,-94.5800,0,0,0,0,0,95,0,0,0,EG,2025-05-19,15:29:00
2505191529-01,2025,05,19,2025-05-19,15:29:00,3,MO,29,0,56.0000,0,0,0,0,39.2500,-94.6700,39.2500,-94.6700,0,0,0,0,0,165,0,0,0,EG,2025-05-19,15:31:00
2505191529-02,2025,05,19,2025-05-19,15:29:00,3,MO,29,0,52.0000,0,0,0,0,38.9000,-94.5900,38.9000,-94.5900,0,0,0,0,0,95,0,0,0,EG,2025-05-19,15:31:00
