om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt,edat,etime
2505191530-01,2025,05,19,2025-05-19,15:30:00,3,KS,20,0,52.0000,0,0,0,0,38.9300,-94.6600,38.9300,-94.6600,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:31:00
2505191530-02,2025,05,19,2025-05-19,15:30:00,3,KS,20,0,52.0000,0,0,0,0,39.1100,-94.6600,39.1100,-94.6600,0,0,0,0,0,209,0,0,0,EG,2025-05-19,15:31:00
2505191531-01,2025,05,19,2025-05-19,15:31:00,3,MO,29,0,52.0000,0,0,0,0,38.9100,-94.3800,38.9100,-94.3800,0,0,0,0,0,95,0,0,0,EG,2025-05-19,15:33:00
2505191531-02,2025,05,19,2025-05-19,15:31:00,3,MO,29,0,52.0000,0,0,0,0,40.0500,-93.6100,40.0500,-93.6100,0,0,0,0,0,79,0,0,0,EG,2025-05-19,15:33:00
2505191533-01,2025,05,19,2025-05-19,15:33:00,3,KS,20,0,56.0000,0,0,0,0,38.8900,-94.8100,38.8900,-94.8100,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:34:00
2505191533-02,2025,05,19,2025-05-19,15:33:00,3,MO,29,0,56.0000,0,0,0,0,39.2300,-94.6500,39.2300,-94.6500,0,0,0,0,0,165,0,0,0,EG,2025-05-19,15:35:00
2505191534-01,2025,05,19,2025-05-19,15:34:00,3,KS,20,0,52.0000,0,0,0,0,38.9000,-94.8000,38.9000,-94.8000,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:35:00
2505191534-02,2025,05,19,2025-05-19,15:34:00,3,KS,20,0,52.0000,0,0,0,0,38.8800,-94.7800,38.8800,-94.7800,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:35:00
2505191534-03,2025,05,19,2025-05-19,15:34:00,3,KS,20,0,52.0000,0,0,0,0,38.8900,-94.8000,38.8900,-94.8000,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:35:00
2505191534-04,2025,05,19,2025-05-19,15:34:00,3,MO,29,0,52.0000,0,0,0,0,39.2000,-94.5700,39.2000,-94.5700,0,0,0,0,0,47,0,0,0,EG,2025-05-19,15:36:00
2505191535-01,2025,05,19,2025-05-19,15:35:00,3,MO,29,0,56.0000,0,0,0,0,39.1100,-94.5300,39.1100,-94.5300,0,0,0,0,0,95,0,0,0,EG,2025-05-19,15:37:00
2505191535-02,2025,05,19,2025-05-19,15:35:00,3,MO,29,0,52.0000,0,0,0,0,39.2300,-94.6500,39.2300,-94.6500,0,0,0,0,0,165,0,0,0,EG,2025-05-19,15:37:00
2505191535-03,2025,05,19,2025-05-19,15:35:00,3,KS,20,0,52.0000,0,0,0,0,39.0200,-94.7100,39.0200,-94.7100,0,0,0,0,0,91,0,0,0,EG,2025-05-19,15:36:00
2505191535-04,2025,05,19,2025-05-19,15:35:00,3,OK,40,0,55.0000,0,0,0,0,34.5520,-96.7177,34.5520,-96.7177,0,0,0,0,0,123,0,0,0,MG,2025-05-19,15:35:00
2505191535-05,2025,05,19,2025-05-19,15:35:00,3,OK,40,0,57.0000,0,0,0,0,36.5743,-95.7451,36.5743,-95.7451,0,0,0,0,0,131,0,0,0,MG,2025-05-19,15:35:00
2505191536-01,2025,05,19,2025-05-19,15:36:00,3,MO,29,0,52.0000,0,0,0,0,38.9900,-94.3500,38.9900,-94.3500,0,0,0,0,0,95,0,0,0,EG,2025-05-19,15:38:00
2505191536-02,2025,05,19,2025-05-19,15:36:00,3,MO,29,0,56.0000,0,0,0,0,39.2300,-94.6400,39.2300,-94.6400,0,0,0,0,0,165,0,0,0,EG,2025-05-19,15:38:00
2505191538-01,2025,05,19,2025-05-19,15:38:00,3,MO,29,0,52.0000,0,0,0,0,39.1300,-94.5600,39.1300,-94.5600,0,0,0,0,0,47,0,0,0,EG,2025-05-19,15:40:00
2505191538-02,2025,05,19,2025-05-19,15:38:00,3,MO,29,0,56.0000,0,0,0,0,39.2200,-94.5800,39.2200,-94.5800,0,0,0,0,0,47,0,0,0,EG,2025-05-19,15:40:00
2505191538-03,2025,05,19,2025-05-19,15:38:00,3,MO,29,0,53.0000,0,0,0,0,39.1200,-94.6000,39.1200,-94.6000,0,0,0,0,0,47,0,0,0,MG,2025-05-19,15:40:00
2505191540-01,2025,05,19,2025-05-19,15:40:00,3,OK,40,0,60.0000,0,0,0,0,34.5520,-96.7177,34.5520,-96.7177,0,0,0,0,0,123,0,0,0,MG,2025-05-19,15:40:00
2505191540-02,2025,05,19,2025-05-19,15:40:00,3,NE,31,0,50.0000,0,0,0,0,41.4100,-97.2800,41.4100,-97.2800,0,0,0,0,0,141,0,0,0,MG,2025-05-19,15:40:00
2505191543-01,2025,05,19,2025-05-19,15:43:00,3,MO,29,0,52.0000,0,0,0,0,39.1500,-94.3800,39.1500,-94.3800,0,0,0,0,0,95,0,0,0,EG,2025-05-19,15:45:00
2505191544-01,2025,05,19,2025-05-19,15:44:00,3,OK,40,0,56.0000,0,0,0,0,36.7295,-95.9745,36.7295,-95.9745,0,0,0,0,0,147,0,0,0,EG,2025-05-19,15:44:00
2505191545-01,2025,05,19,2025-05-19,15:45:00,3,MO,29,0,56.0000,0,0,0,0,39.2000,-94.5600,39.2000,-94.5600,0,0,0,0,0,47,0,0,0,EG,2025-05-19,15:47:00
2505191545-02,2025,05,19,2025-05-19,15:45:00,3,MO,29,0,52.0000,0,0,0,0,39.1900,-94.3800,39.1900,-94.3800,0,0,0,0,0,47,0,0,0,EG,2025-05-19,15:47:00
2505191546-01,2025,05,19,2025-05-19,15:46:00,3,OK,40,0,61.0000,0,0,0,0,34.6878,-96.5940,34.6878,-96.5940,0,0,0,0,0,123,0,0,0,EG,2025-05-19,15:46:00
2505191546-02,2025,05,19,2025-05-19,15:46:00,3,MO,29,0,52.0000,0,0,0,0,39.0500,-94.4700,39.0500,-94.4700,0,0,0,0,0,95,0,0,0,EG,2025-05-19,15:48:00
2505191548-01,2025,05,19,2025-05-19,15:48:00,3,OK,40,0,61.0000,0,0,0,0,34.7338,-96.6347,34.7338,-96.6347,0,0,0,0,0,123,0,0,0,EG,2025-05-19,15:48:00
2505191548-02,2025,05,19,2025-05-19,15:48:00,3,MO,29,0,52.0000,0,0,0,0,39.2400,-94.5200,39.2400,-94.5200,0,0,0,0,0,47,0,0,0,EG,2025-05-19,15:50:00
2505191549-01,2025,05,19,2025-05-19,15:49:00,3,OK,40,0,72.0000,0,0,0,0,34.7249,-96.6252,34.7249,-96.6252,0,0,0,0,0,123,0,0,0,MG,2025-05-19,15:49:00
2505191552-01,2025,05,19,2025-05-19,15:52:00,3,OK,40,0,55.0000,0,0,0,0,35.3886,-97.6002,35.3886,-97.6002,0,0,0,0,0,109,0,0,0,MG,2025-05-19,15:52:00
2505191553-01,2025,05,19,2025-05-19,15:53:00,3,MO,29,0,54.0000,0,0,0,0,39.2900,-94.7300,39.2900,-94.7300,0,0,0,0,0,165,0,0,0,MG,2025-05-19,15:55:00
2505191555-01,2025,05,19,2025-05-19,15:55:00,3,OK,40,0,54.0000,0,0,0,0,36.9099,-95.8855,36.9099,-95.8855,0,0,0,0,0,147,0,0,0,MG,2025-05-19,15:55:00
2505191558-01,2025,05,19,2025-05-19,15:58:00,3,KS,20,0,52.0000,0,0,0,0,37.0300,-95.8000,37.0300,-95.8000,0,0,0,0,0,125,0,0,0,EG,2025-05-19,16:02:00
2505191558-02,2025,05,19,2025-05-19,15:58:00,3,MO,29,0,52.0000,0,0,0,0,39.4300,-94.5900,39.4300,-94.5900,0,0,0,0,0,47,0,0,0,EG,2025-05-19,16:00:00
2505191600-01,2025,05,19,2025-05-19,16:00:00,3,OK,40,0,61.0000,0,0,0,0,34.8536,-96.5224,34.8536,-96.5224,0,0,0,0,0,123,0,0,0,EG,2025-05-19,16:00:00
2505191600-02,2025,05,19,2025-05-19,16:00:00,3,MO,29,0,52.0000,0,0,0,0,39.3400,-94.2300,39.3400,-94.2300,0,0,0,0,0,47,0,0,0,EG,2025-05-19,16:02:00
2505191601-01,2025,05,19,2025-05-19,16:01:00,3,OK,40,0,65.0000,0,0,0,0,36.9946,-95.6203,36.9946,-95.6203,0,0,0,0,0,105,0,0,0,EG,2025-05-19,16:01:00
2505191601-02,2025,05,19,2025-05-19,16:01:00,3,KS,20,0,61.0000,0,0,0,0,37.0400,-95.6500,37.0400,-95.6500,0,0,0,0,0,125,0,0,0,EG,2025-05-19,16:04:00
2505191603-01,2025,05,19,2025-05-19,16:03:00,3,KS,20,0,56.0000,0,0,0,0,37.0300,-95.6200,37.0300,-95.6200,0,0,0,0,0,125,0,0,0,EG,2025-05-19,16:08:00
2505191605-01,2025,05,19,2025-05-19,16:05:00,3,MO,29,0,57.0000,0,0,0,0,39.4100,-94.5900,39.4100,-94.5900,0,0,0,0,0,47,0,0,0,MG,2025-05-19,16:07:00
2505191605-02,2025,05,19,2025-05-19,16:05:00,3,NM,35,0,57.0000,0,0,0,0,34.4718,-104.2110,34.4718,-104.2110,0,0,0,0,0,11,0,0,0,MG,2025-05-19,16:20:00
2505191608-01,2025,05,19,2025-05-19,16:08:00,3,KS,20,0,60.0000,0,0,0,0,37.0900,-95.5700,37.0900,-95.5700,0,0,0,0,0,125,0,0,0,MG,2025-05-19,16:11:00
2505191608-02,2025,05,19,2025-05-19,16:08:00,3,KS,20,0,52.0000,0,0,0,0,37.2300,-95.7100,37.2300,-95.7100,0,0,0,0,0,125,0,0,0,EG,2025-05-19,16:11:00
2505191610-01,2025,05,19,2025-05-19,16:10:00,3,MO,29,0,52.0000,0,0,0,0,39.0900,-94.4100,39.0900,-94.4100,0,0,0,0,0,95,0,0,0,EG,2025-05-19,16:12:00
2505191613-01,2025,05,19,2025-05-19,16:13:00,3,KS,20,0,56.0000,0,0,0,0,37.1500,-95.3600,37.1500,-95.3600,0,0,0,0,0,99,0,0,0,EG,2025-05-19,16:18:00
2505191614-01,2025,05,19,2025-05-19,16:14:00,3,MO,29,0,52.0000,0,0,0,0,39.6100,-94.1500,39.6100,-94.1500,0,0,0,0,0,25,0,0,0,EG,2025-05-19,16:16:00
2505191615-01,2025,05,19,2025-05-19,16:15:00,3,OK,40,0,56.0000,0,0,5000,0,34.2400,-96.7600,34.2400,-96.7600,0,0,0,0,0,69,0,0,0,EG,2025-05-19,16:15:00
2505191616-01,2025,05,19,2025-05-19,16:16:00,3,MO,29,0,52.0000,0,0,0,0,39.0800,-93.9800,39.0800,-93.9800,0,0,0,0,0,107,0,0,0,EG,2025-05-19,16:18:00
2505191619-01,2025,05,19,2025-05-19,16:19:00,3,KS,20,0,61.0000,0,0,0,0,37.2500,-95.4000,37.2500,-95.4000,0,0,0,0,0,99,0,0,0,EG,2025-05-19,16:24:00
2505191620-01,2025,05,19,2025-05-19,16:20:00,3,MO,29,0,52.0000,0,0,0,0,39.5600,-94.1000,39.5600,-94.1000,0,0,0,0,0,25,0,0,0,EG,2025-05-19,16:22:00
2505191632-01,2025,05,19,2025-05-19,16:32:00,3,KS,20,0,61.0000,0,0,0,0,37.3400,-95.2600,37.3400,-95.2600,0,0,0,0,0,99,0,0,0,EG,2025-05-19,16:36:00
2505191636-01,2025,05,19,2025-05-19,16:36:00,3,MO,29,0,52.0000,0,0,0,0,39.7500,-94.0000,39.7500,-94.0000,0,0,0,0,0,25,0,0,0,EG,2025-05-19,16:38:00
2505191641-01,2025,05,19,2025-05-19,16:41:00,3,MO,29,0,60.0000,0,0,0,0,36.7000,-94.5200,36.7000,-94.5200,0,0,0,0,0,119,0,0,0,MG,2025-05-19,16:41:00
2505191642-01,2025,05,19,2025-05-19,16:42:00,3,TX,48,0,52.0000,0,0,0,0,35.2400,-100.5700,35.2400,-100.5700,0,0,0,0,0,179,0,0,0,MG,2025-05-19,16:42:00
2505191648-01,2025,05,19,2025-05-19,16:48:00,3,KS,20,0,52.0000,0,0,32000,0,37.1700,-94.8300,37.1700,-94.8300,0,0,0,0,0,21,0,0,0,EG,2025-05-19,16:48:00
2505191653-01,2025,05,19,2025-05-19,16:53:00,3,OK,40,0,52.0000,0,0,0,0,36.1043,-95.3865,36.1043,-95.3865,0,0,0,0,0,97,0,0,0,EG,2025-05-19,16:53:00
2505191654-01,2025,05,19,2025-05-19,16:54:00,3,KS,20,0,50.0000,0,0,0,0,38.5000,-100.8800,38.5000,-100.8800,0,0,0,0,0,171,0,0,0,MG,2025-05-19,16:54:00
2505191700-01,2025,05,19,2025-05-19,17:00:00,3,KS,20,0,52.0000,0,0,20000,0,37.4100,-94.7000,37.4100,-94.7000,0,0,0,0,0,37,0,0,0,EG,2025-05-19,17:00:00
2505191700-02,2025,05,19,2025-05-19,17:00:00,3,MO,29,0,52.0000,0,0,5000,0,37.1500,-94.4800,37.1500,-94.4800,0,0,0,0,0,97,0,0,0,EG,2025-05-19,17:00:00
2505191700-03,2025,05,19,2025-05-19,17:00:00,3,MO,29,0,57.0000,0,0,8000,0,37.0800,-94.5100,37.0800,-94.5100,0,0,0,0,0,97,0,0,0,EG,2025-05-19,17:00:00
2505191700-04,2025,05,19,2025-05-19,17:00:00,3,MO,29,0,52.0000,0,0,3000,0,37.0000,-94.3200,37.0000,-94.3200,0,0,0,0,0,145,0,0,0,EG,2025-05-19,17:00:00
2505191700-05,2025,05,19,2025-05-19,17:00:00,3,KS,20,0,52.0000,0,0,1000,0,37.7100,-94.6500,37.7100,-94.6500,0,0,0,0,0,11,0,0,0,EG,2025-05-19,17:00:00
2505191703-01,2025,05,19,2025-05-19,17:03:00,3,KS,20,0,52.0000,0,0,0,0,37.4100,-94.7000,37.4100,-94.7000,0,0,0,0,0,37,0,0,0,EG,2025-05-19,17:03:00
2505191704-01,2025,05,19,2025-05-19,17:04:00,3,KS,20,0,57.0000,0,0,1000,0,37.4400,-94.7000,37.4400,-94.7000,0,0,0,0,0,37,0,0,0,EG,2025-05-19,17:04:00
2505191705-01,2025,05,19,2025-05-19,17:05:00,3,MO,29,0,57.0000,0,0,4000,0,38.0400,-93.6800,38.0400,-93.6800,0,0,0,0,0,185,0,0,0,EG,2025-05-19,17:05:00
2505191705-02,2025,05,19,2025-05-19,17:05:00,3,TX,48,0,55.0000,0,0,0,0,35.4500,-100.2000,35.4500,-100.2000,0,0,0,0,0,483,0,0,0,MG,2025-05-19,17:05:00
2505191705-03,2025,05,19,2025-05-19,17:05:00,3,NE,31,0,52.0000,0,0,0,0,41.2800,-96.9300,41.2800,-96.9300,0,0,0,0,0,23,0,0,0,EG,2025-05-19,17:05:00
2505191707-01,2025,05,19,2025-05-19,17:07:00,3,KS,20,0,52.0000,0,0,1000,0,37.8500,-94.7800,37.8500,-94.7800,0,0,0,0,0,11,0,0,0,EG,2025-05-19,17:07:00
2505191707-02,2025,05,19,2025-05-19,17:07:00,3,MO,29,0,57.0000,0,0,13000,0,37.1500,-94.4500,37.1500,-94.4500,0,0,0,0,0,97,0,0,0,EG,2025-05-19,17:07:00
2505191710-01,2025,05,19,2025-05-19,17:10:00,3,MO,29,0,52.0000,0,0,1000,0,37.0700,-94.1200,37.0700,-94.1200,0,0,0,0,0,97,0,0,0,EG,2025-05-19,17:10:00
2505191715-01,2025,05,19,2025-05-19,17:15:00,3,MO,29,0,54.0000,0,0,0,0,37.1600,-94.5000,37.1600,-94.5000,0,0,0,0,0,97,0,0,0,MG,2025-05-19,17:15:00
2505191718-01,2025,05,19,2025-05-19,17:18:00,3,MO,29,0,52.0000,0,0,1000,0,37.0900,-94.0400,37.0900,-94.0400,0,0,0,0,0,109,0,0,0,EG,2025-05-19,17:18:00
2505191718-02,2025,05,19,2025-05-19,17:18:00,3,KS,20,0,62.0000,0,0,0,0,39.2200,-96.1800,39.2200,-96.1800,0,0,0,0,0,149,0,0,0,EG,2025-05-19,17:19:00
2505191723-01,2025,05,19,2025-05-19,17:23:00,3,TN,47,0,56.0000,0,0,1000,0,35.9722,-86.8606,35.9722,-86.8606,0,0,0,0,0,187,0,0,0,EG,2025-05-19,17:23:00
2505191723-02,2025,05,19,2025-05-19,17:23:00,3,TX,48,0,55.0000,0,0,3000,0,33.5500,-97.8600,33.5500,-97.8600,0,0,0,0,0,337,0,0,0,EG,2025-05-19,17:23:00
2505191725-01,2025,05,19,2025-05-19,17:25:00,3,MO,29,0,57.0000,0,0,12000,0,37.5300,-94.3000,37.5300,-94.3000,0,0,0,0,0,11,0,0,0,EG,2025-05-19,17:25:00
2505191727-01,2025,05,19,2025-05-19,17:27:00,3,NE,31,0,51.0000,0,0,0,0,41.5400,-96.5500,41.5400,-96.5500,0,0,0,0,0,53,0,0,0,MG,2025-05-19,17:27:00
2505191730-01,2025,05,19,2025-05-19,17:30:00,3,OK,40,0,55.0000,0,0,0,0,35.5151,-95.1499,35.5151,-95.1499,0,0,0,0,0,101,0,0,0,MG,2025-05-19,17:30:00
2505191735-01,2025,05,19,2025-05-19,17:35:00,3,OK,40,0,50.0000,0,0,0,0,34.9009,-95.3480,34.9009,-95.3480,0,0,0,0,0,77,0,0,0,MG,2025-05-19,17:40:00
2505191740-01,2025,05,19,2025-05-19,17:40:00,3,MO,29,0,57.0000,0,0,10000,0,37.7900,-94.0200,37.7900,-94.0200,0,0,0,0,0,39,0,0,0,EG,2025-05-19,17:40:00
2505191740-02,2025,05,19,2025-05-19,17:40:00,3,KS,20,0,52.0000,0,0,0,0,37.9700,-96.3000,37.9700,-96.3000,0,0,0,0,0,73,0,0,0,EG,2025-05-19,17:43:00
2505191742-01,2025,05,19,2025-05-19,17:42:00,3,MO,29,0,52.0000,0,0,1000,0,37.0000,-93.6600,37.0000,-93.6600,0,0,0,0,0,109,0,0,0,EG,2025-05-19,17:42:00
2505191742-02,2025,05,19,2025-05-19,17:42:00,3,KS,20,0,50.0000,0,0,0,0,39.7900,-95.6400,39.7900,-95.6400,0,0,0,0,0,13,0,0,0,EG,2025-05-19,17:43:00
2505191745-01,2025,05,19,2025-05-19,17:45:00,3,KS,20,0,63.0000,0,0,0,0,38.4300,-100.4500,38.4300,-100.4500,0,0,0,0,0,101,0,0,0,MG,2025-05-19,17:45:00
2505191745-02,2025,05,19,2025-05-19,17:45:00,3,OK,40,0,80.0000,0,0,5000,0,35.7079,-94.9780,35.7079,-94.9780,0,0,0,0,0,21,0,0,0,EG,2025-05-19,17:45:00
2505191748-01,2025,05,19,2025-05-19,17:48:00,3,OK,40,0,56.0000,0,0,0,0,36.6896,-96.7278,36.6896,-96.7278,0,0,0,0,0,113,0,0,0,MG,2025-05-19,17:48:00
2505191748-02,2025,05,19,2025-05-19,17:48:00,3,MO,29,0,57.0000,0,0,1000,0,37.8200,-93.9500,37.8200,-93.9500,0,0,0,0,0,39,0,0,0,EG,2025-05-19,17:48:00
2505191750-01,2025,05,19,2025-05-19,17:50:00,3,OK,40,0,56.0000,0,0,0,0,35.6801,-94.8490,35.6801,-94.8490,0,0,0,0,0,21,0,0,0,MG,2025-05-19,17:50:00
2505191750-02,2025,05,19,2025-05-19,17:50:00,3,OK,40,0,71.0000,0,0,0,0,35.7222,-94.9041,35.7222,-94.9041,0,0,0,0,0,21,0,0,0,MG,2025-05-19,17:50:00
2505191755-01,2025,05,19,2025-05-19,17:55:00,3,MO,29,0,52.0000,0,0,500,0,37.1600,-93.4300,37.1600,-93.4300,0,0,0,0,0,77,0,0,0,EG,2025-05-19,17:55:00
2505191756-01,2025,05,19,2025-05-19,17:56:00,3,TX,48,0,55.0000,0,0,10000,0,33.4800,-97.7800,33.4800,-97.7800,0,0,0,0,0,337,0,0,0,EG,2025-05-19,17:56:00
2505191757-01,2025,05,19,2025-05-19,17:57:00,3,MO,29,0,57.0000,0,0,5000,0,37.3900,-93.4300,37.3900,-93.4300,0,0,0,0,0,77,0,0,0,EG,2025-05-19,17:57:00
2505191758-01,2025,05,19,2025-05-19,17:58:00,3,TN,47,0,56.0000,0,0,10000,0,36.1200,-86.7700,36.1200,-86.7700,0,0,0,0,0,37,0,0,0,EG,2025-05-19,17:58:00
2505191800-01,2025,05,19,2025-05-19,18:00:00,3,MO,29,0,52.0000,0,0,500,0,37.1800,-93.3700,37.1800,-93.3700,0,0,0,0,0,77,0,0,0,EG,2025-05-19,18:00:00
2505191800-02,2025,05,19,2025-05-19,18:00:00,3,MO,29,0,60.0000,0,0,15000,0,38.1100,-93.7100,38.1100,-93.7100,0,0,0,0,0,185,0,0,0,EG,2025-05-19,18:00:00
2505191810-01,2025,05,19,2025-05-19,18:10:00,3,MO,29,0,57.0000,0,0,10000,0,38.1600,-93.6000,38.1600,-93.6000,0,0,0,0,0,185,0,0,0,EG,2025-05-19,18:10:00
2505191810-02,2025,05,19,2025-05-19,18:10:00,3,MO,29,0,74.0000,0,0,0,0,38.2063,-93.5867,38.2063,-93.5867,0,0,0,0,0,83,0,0,0,EG,2025-05-19,18:12:00
2505191814-01,2025,05,19,2025-05-19,18:14:00,3,MO,29,0,61.0000,0,0,0,0,38.2600,-93.6800,38.2600,-93.6800,0,0,0,0,0,83,0,0,0,EG,2025-05-19,18:16:00
2505191815-01,2025,05,19,2025-05-19,18:15:00,3,MO,29,0,65.0000,0,0,0,0,38.2100,-93.5800,38.2100,-93.5800,0,0,0,0,0,83,0,0,0,EG,2025-05-19,18:16:00
2505191816-01,2025,05,19,2025-05-19,18:16:00,3,OK,40,0,52.0000,0,0,0,0,34.1432,-96.5013,34.1432,-96.5013,0,0,0,0,0,69,0,0,0,EG,2025-05-19,18:16:00
2505191817-01,2025,05,19,2025-05-19,18:17:00,3,MO,29,0,74.0000,0,0,0,0,38.2332,-93.5208,38.2332,-93.5208,0,0,0,0,0,83,0,0,0,EG,2025-05-19,18:20:00
2505191820-01,2025,05,19,2025-05-19,18:20:00,3,OK,40,0,51.0000,0,0,0,0,36.6000,-101.6000,36.6000,-101.6000,0,0,0,0,0,139,0,0,0,MG,2025-05-19,18:20:00
2505191823-01,2025,05,19,2025-05-19,18:23:00,3,KS,20,0,56.0000,0,0,0,0,37.1400,-101.9000,37.1400,-101.9000,0,0,0,0,0,129,0,0,0,MG,2025-05-19,18:23:00
2505191825-01,2025,05,19,2025-05-19,18:25:00,3,MO,29,0,65.0000,0,0,0,0,38.3300,-93.6100,38.3300,-93.6100,0,0,0,0,0,83,0,0,0,EG,2025-05-19,18:27:00
2505191830-01,2025,05,19,2025-05-19,18:30:00,3,MO,29,0,57.0000,0,0,25000,0,38.3900,-93.3400,38.3900,-93.3400,0,0,0,0,0,15,0,0,0,EG,2025-05-19,18:30:00
2505191830-02,2025,05,19,2025-05-19,18:30:00,3,MO,29,0,57.0000,0,0,5000,0,38.3000,-93.3900,38.3000,-93.3900,0,0,0,0,0,15,0,0,0,EG,2025-05-19,18:30:00
2505191839-01,2025,05,19,2025-05-19,18:39:00,3,TX,48,0,58.0000,0,0,0,0,36.3600,-101.1800,36.3600,-101.1800,0,0,0,0,0,195,0,0,0,MG,2025-05-19,18:39:00
2505191842-01,2025,05,19,2025-05-19,18:42:00,3,MO,29,0,57.0000,0,0,8000,0,38.4500,-93.3400,38.4500,-93.3400,0,0,0,0,0,15,0,0,0,EG,2025-05-19,18:42:00
2505191850-01,2025,05,19,2025-05-19,18:50:00,3,MO,29,0,52.0000,0,0,500,0,37.7800,-92.9400,37.7800,-92.9400,0,0,0,0,0,59,0,0,0,EG,2025-05-19,18:50:00
2505191850-02,2025,05,19,2025-05-19,18:50:00,3,MO,29,0,57.0000,0,0,5000,0,38.2816,-93.4782,38.2816,-93.4782,0,0,0,0,0,15,0,0,0,EG,2025-05-19,18:50:00
2505191852-01,2025,05,19,2025-05-19,18:52:00,3,KS,20,0,52.0000,0,0,0,0,39.5700,-95.1300,39.5700,-95.1300,0,0,0,0,0,5,0,0,0,EG,2025-05-19,18:54:00
2505191852-02,2025,05,19,2025-05-19,18:52:00,3,MO,29,0,52.0000,0,0,0,0,38.6700,-93.1200,38.6700,-93.1200,0,0,0,0,0,159,0,0,0,EG,2025-05-19,18:54:00
2505191853-01,2025,05,19,2025-05-19,18:53:00,3,KS,20,0,52.0000,0,0,0,0,37.6900,-96.7900,37.6900,-96.7900,0,0,0,0,0,15,0,0,0,EG,2025-05-19,18:58:00
2505191900-01,2025,05,19,2025-05-19,19:00:00,3,OK,40,0,56.0000,0,0,0,0,36.6800,-101.5000,36.6800,-101.5000,0,0,0,0,0,139,0,0,0,MG,2025-05-19,19:00:00
2505191906-01,2025,05,19,2025-05-19,19:06:00,3,MO,29,0,60.0000,0,0,130000,0,38.4300,-92.8400,38.4300,-92.8400,0,0,0,0,0,141,0,0,0,EG,2025-05-19,19:06:00
2505191909-01,2025,05,19,2025-05-19,19:09:00,3,KS,20,0,52.0000,0,0,0,0,38.4500,-99.7600,38.4500,-99.7600,0,0,0,0,0,135,0,0,0,EG,2025-05-19,19:09:00
2505191910-01,2025,05,19,2025-05-19,19:10:00,3,TX,48,0,54.0000,0,0,0,0,33.6400,-97.1500,33.6400,-97.1500,0,0,0,0,0,97,0,0,0,MG,2025-05-19,19:10:00
2505191914-01,2025,05,19,2025-05-19,19:14:00,3,MO,29,0,52.0000,0,0,0,0,38.7900,-92.8000,38.7900,-92.8000,0,0,0,0,0,53,0,0,0,EG,2025-05-19,19:16:00
2505191915-01,2025,05,19,2025-05-19,19:15:00,3,TX,48,0,55.0000,0,0,0,0,33.6400,-97.1500,33.6400,-97.1500,0,0,0,0,0,97,0,0,0,EG,2025-05-19,19:15:00
2505191915-02,2025,05,19,2025-05-19,19:15:00,3,TX,48,0,61.0000,0,0,0,0,33.6200,-97.1500,33.6200,-97.1500,0,0,0,0,0,97,0,0,0,MG,2025-05-19,19:15:00
2505191918-01,2025,05,19,2025-05-19,19:18:00,3,MO,29,0,60.0000,0,0,0,0,38.2500,-90.4900,38.2500,-90.4900,0,0,0,0,0,99,0,0,0,EG,2025-05-19,19:18:00
2505191920-01,2025,05,19,2025-05-19,19:20:00,3,TX,48,0,53.0000,0,0,0,0,36.2200,-101.2000,36.2200,-101.2000,0,0,0,0,0,195,0,0,0,MG,2025-05-19,19:20:00
2505191925-01,2025,05,19,2025-05-19,19:25:00,3,MO,29,0,52.0000,0,0,1000,0,36.9900,-93.3000,36.9900,-93.3000,0,0,0,0,0,43,0,0,0,EG,2025-05-19,19:25:00
2505191927-01,2025,05,19,2025-05-19,19:27:00,3,MO,29,0,52.0000,0,0,0,0,38.9400,-92.7900,38.9400,-92.7900,0,0,0,0,0,53,0,0,0,EG,2025-05-19,19:29:00
2505191928-01,2025,05,19,2025-05-19,19:28:00,3,MO,29,0,52.0000,0,0,0,0,38.9500,-92.7700,38.9500,-92.7700,0,0,0,0,0,53,0,0,0,EG,2025-05-19,19:30:00
2505191929-01,2025,05,19,2025-05-19,19:29:00,3,KS,20,0,52.0000,0,0,0,0,39.2000,-95.0100,39.2000,-95.0100,0,0,0,0,0,103,0,0,0,MG,2025-05-19,19:30:00
2505191932-01,2025,05,19,2025-05-19,19:32:00,3,MO,29,0,56.0000,0,0,0,0,39.7100,-94.8900,39.7100,-94.8900,0,0,0,0,0,21,0,0,0,EG,2025-05-19,19:34:00
2505191932-02,2025,05,19,2025-05-19,19:32:00,3,MO,29,0,52.0000,0,0,0,0,39.6900,-94.8700,39.6900,-94.8700,0,0,0,0,0,21,0,0,0,EG,2025-05-19,19:34:00
2505191933-01,2025,05,19,2025-05-19,19:33:00,3,MO,29,0,52.0000,0,0,1000,0,37.0400,-93.2000,37.0400,-93.2000,0,0,0,0,0,43,0,0,0,EG,2025-05-19,19:33:00
2505191936-01,2025,05,19,2025-05-19,19:36:00,3,MO,29,0,56.0000,0,0,0,0,39.6800,-94.7800,39.6800,-94.7800,0,0,0,0,0,21,0,0,0,EG,2025-05-19,19:38:00
